solo_KillDeathRatio,solo_WinRatio,solo_Rating,solo_DamagePg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_TimeSurvivedPg
1.55,4.17,2617.88,161.77,2.91,1.49,4197.91,1231.41
2.22,10.0,1534.23,233.22,1.1,2.0,2228.19,864.11
1.26,2.54,2603.29,158.68,1.03,1.22,4555.45,1088.54
2.01,3.66,2028.05,237.9,1.41,1.94,2408.41,898.74
1.34,2.84,2538.41,152.29,1.62,1.3,2199.9,974.95
1.87,7.32,1871.7,203.55,0.93,1.73,2792.7,981.37
0.81,1.61,2687.87,111.07,1.26,0.8,4153.52,1062.77
1.78,1.52,2608.55,206.48,1.92,1.76,3043.1,905.26
1.92,5.7,2529.25,214.1,1.53,1.81,4025.2,1143.29
2.49,5.41,2107.72,256.59,1.68,2.35,2564.15,1110.17
2.41,10.26,2258.33,244.87,2.96,2.16,4057.34,1183.36
1.95,1.52,2154.62,210.53,0.88,1.92,3643.88,936.36
4.0,0.0,1229.99,445.0,1.0,4.0,6292.42,1452.3
2.81,8.51,2067.93,276.05,0.98,2.57,2649.69,828.19
5.33,33.33,1675.56,389.57,1.11,3.56,2995.41,1113.44
2.07,6.25,2326.25,232.75,1.31,1.94,3190.48,1122.86
3.0,33.33,1405.16,291.65,5.33,2.0,7938.96,1753.31
1.74,0.0,1488.53,227.52,2.13,1.74,2860.12,884.84
1.97,2.8,2479.86,231.73,1.58,1.92,6075.21,920.93
2.46,2.56,2157.91,286.54,2.27,2.4,2658.6,726.67
11.0,66.67,1353.2,319.02,1.0,3.67,3377.36,1740.37
1.25,0.0,1992.15,155.55,0.89,1.25,2671.38,999.02
3.21,10.98,2584.73,345.36,1.61,2.86,3337.03,1128.8
3.77,16.52,2634.98,372.33,5.45,3.14,5132.88,1296.38
2.24,8.37,2586.89,236.72,1.94,2.05,2485.31,1205.62
2.57,11.54,1877.79,250.44,1.58,2.27,2488.81,1023.55
3.38,11.11,1538.84,344.95,1.56,3.0,3412.87,1234.14
1.76,13.0,2032.43,178.84,1.77,1.53,5221.76,1231.43
1.3,3.87,2755.21,155.04,1.05,1.25,5052.22,1200.76
3.15,15.65,2692.84,314.57,3.19,2.66,4663.44,1218.09
4.03,17.13,2587.84,392.86,2.49,3.34,5254.71,1264.68
2.26,4.76,2605.99,246.23,2.17,2.15,4241.63,983.74
2.26,7.89,2011.26,224.5,2.05,2.08,3130.81,1014.81
1.25,5.66,2601.12,145.57,1.99,1.18,6547.31,1330.66
1.5,1.69,1984.22,194.67,1.64,1.47,2868.83,926.34
3.03,12.82,2514.02,285.03,1.87,2.64,4040.7,1116.4
2.18,6.67,1690.36,224.01,2.63,2.03,3528.32,990.69
0.91,1.1,2451.32,115.51,1.0,0.9,1504.92,715.96
3.04,14.93,2552.85,278.84,1.52,2.58,4693.58,1137.78
3.92,23.53,1920.66,332.76,1.35,3.0,3313.69,1333.88
1.28,2.35,2248.72,150.65,1.88,1.25,2956.66,1020.14
5.73,26.67,1591.25,400.92,1.67,4.2,2726.08,1152.88
2.15,5.43,2475.7,243.01,1.66,2.03,5322.61,1252.03
3.0,0.0,1306.49,333.42,1.0,3.0,1540.77,681.5
0.0,0.0,1168.1,8.11,0.0,0.0,555.33,594.95
1.02,3.81,2612.01,117.17,3.38,0.98,5420.39,1318.63
2.66,7.55,2601.86,292.71,2.27,2.46,4140.39,1159.7
1.64,5.08,2154.47,180.01,2.61,1.56,2842.24,1194.07
6.15,13.16,2174.32,533.1,1.42,5.34,2277.96,922.76
2.27,8.57,2544.36,224.33,1.57,2.07,3257.71,1022.69
2.61,12.17,2538.7,266.1,2.19,2.3,3773.02,1305.36
3.26,20.38,2615.2,295.02,4.44,2.6,5918.39,1322.41
1.28,5.95,2630.78,154.93,5.17,1.2,5349.16,1170.54
2.16,4.44,1641.74,241.6,1.36,2.07,2110.43,728.8
1.67,0.0,1171.29,137.98,0.0,1.67,354.46,311.62
1.48,1.69,1913.61,170.87,1.07,1.46,3264.14,1003.76
3.07,6.59,2773.16,319.7,1.7,2.87,3004.63,1012.91
3.11,9.52,1686.77,308.11,0.95,2.81,3179.76,887.07
1.38,6.45,1870.66,131.09,1.55,1.29,3373.02,1249.01
3.12,3.85,1728.64,315.46,1.27,3.0,1908.82,866.64
1.47,3.09,2181.84,179.74,2.41,1.42,1981.4,795.11
2.07,5.94,2503.46,232.77,1.93,1.95,3880.91,1195.27
5.43,12.5,1420.73,495.6,1.25,4.75,1849.22,1034.44
2.48,5.42,2180.7,272.73,2.11,2.35,2843.03,849.94
5.11,27.43,2585.18,401.47,7.82,3.71,6790.84,1516.64
0.94,2.39,2586.46,116.04,1.36,0.91,3784.83,1110.76
1.9,11.11,2089.17,210.58,0.89,1.69,3104.15,933.81
2.09,7.25,2084.37,230.73,0.97,1.94,3549.41,938.1
2.64,6.25,2084.62,283.13,1.08,2.48,5069.56,956.88
2.83,4.0,1802.9,312.78,1.16,2.72,4153.71,943.05
43.0,75.0,1576.12,1067.27,1.25,10.75,7342.53,1608.89
1.61,3.1,2475.05,182.07,1.02,1.56,2979.45,916.58
2.88,0.0,1472.3,306.0,1.6,2.88,2034.13,782.91
10.0,50.0,1365.84,505.09,1.0,5.0,5335.88,1414.33
6.28,14.29,2160.83,575.97,2.33,5.38,4398.59,1243.87
2.4,16.67,1454.71,265.86,1.17,2.0,3552.79,1410.36
1.65,0.0,1968.61,184.87,2.19,1.65,3684.25,1423.17
3.71,8.7,1841.52,378.08,1.39,3.39,3945.72,1124.06
2.48,20.0,2698.78,234.66,4.1,1.98,7167.57,1438.0
1.91,5.23,2350.45,227.17,1.75,1.81,5049.67,1232.09
2.34,4.92,2352.34,262.52,1.1,2.23,3393.15,1089.65
2.12,2.94,1959.38,261.56,1.29,2.06,3926.11,1141.44
4.21,10.77,2288.87,442.58,1.71,3.75,2863.33,1029.78
2.39,6.67,1681.86,239.85,1.73,2.23,2514.55,974.11
2.03,0.98,2309.97,229.14,1.75,2.01,2360.31,900.37
1.5,0.0,1199.36,131.24,1.25,1.5,789.97,761.08
1.08,2.12,2660.09,147.24,1.32,1.06,4151.53,1057.38
0.96,1.71,2378.94,121.06,1.7,0.94,3160.92,825.22
2.5,0.0,1188.68,250.0,0.0,2.5,80.1,345.56
0.56,0.21,2559.59,81.39,2.91,0.56,3393.71,1011.74
6.0,25.0,1665.0,467.91,4.25,4.5,3490.38,1374.83
1.88,5.88,1630.44,212.75,1.88,1.76,3712.02,1278.39
1.94,0.0,1788.31,226.63,1.79,1.94,2622.09,1035.61
2.55,8.08,2636.19,278.03,1.59,2.34,3241.31,1042.9
2.12,4.55,2169.76,238.67,1.27,2.02,3547.36,1184.96
1.78,0.0,1438.72,201.43,1.0,1.78,3998.14,1153.07
2.12,4.19,2562.7,235.97,1.43,2.03,2588.27,851.53
1.2,3.31,2682.02,145.94,2.06,1.16,4394.75,1074.72
2.56,5.26,1634.67,267.83,2.08,2.42,1736.99,657.79
1.13,3.96,2203.99,146.88,1.43,1.09,2808.0,972.49
1.83,2.38,2182.24,214.49,1.43,1.79,3249.32,1180.44
3.35,17.86,2296.34,327.36,1.96,2.75,4312.76,1278.22
3.56,12.82,1811.08,327.78,2.21,3.1,2813.3,944.29
0.66,1.8,2503.2,89.35,6.1,0.64,4716.02,1141.9
3.41,4.35,1419.45,360.24,1.17,3.26,1745.35,675.79
1.69,2.44,1922.83,184.67,0.63,1.65,2086.05,626.0
3.23,11.67,2575.85,327.87,1.78,2.85,3761.81,1408.64
1.33,10.0,1706.92,151.1,0.85,1.2,3421.32,1263.59
1.92,4.17,2733.73,225.61,1.97,1.84,2815.93,949.93
3.97,17.95,2010.46,344.19,2.18,3.26,2288.24,776.45
1.59,3.89,2515.12,190.5,1.32,1.53,4303.68,1192.12
3.0,6.25,1508.24,286.39,0.56,2.81,2456.58,819.54
1.72,1.3,2181.55,197.69,1.17,1.7,2375.25,876.14
1.16,3.85,1363.61,136.41,1.12,1.12,5371.95,1050.95
1.8,0.0,1352.23,209.58,0.93,1.8,3089.64,818.39
1.79,5.74,2584.06,197.88,1.47,1.69,4633.81,1124.99
1.51,0.0,1403.7,188.59,1.15,1.51,1152.1,476.69
1.79,8.95,2574.3,193.68,2.58,1.63,5010.51,1300.59
2.0,0.0,1203.24,338.35,0.0,2.0,1198.65,497.33
3.5,7.5,2225.77,352.64,1.1,3.24,2203.48,888.36
1.97,7.69,2617.79,220.67,1.39,1.82,4605.46,1180.7
1.9,3.7,1625.17,217.8,0.78,1.83,1827.8,756.56
2.5,33.33,1331.47,192.02,2.33,1.67,3426.12,1229.9
0.82,2.6,2625.45,101.17,1.15,0.8,3310.67,1064.34
1.31,0.0,1591.82,164.89,1.69,1.31,5552.87,1284.96
2.38,8.62,2789.48,254.68,2.47,2.17,6283.12,1360.54
1.8,7.41,1701.32,200.06,1.67,1.67,3228.42,1063.96
3.3,16.44,2312.82,309.65,2.38,2.75,5337.23,1283.05
2.52,4.55,1810.48,271.79,1.27,2.41,4686.67,1156.67
1.59,7.5,2211.45,180.28,1.7,1.48,4555.28,1344.07
6.71,22.22,2046.23,531.37,2.56,5.22,4647.44,1336.05
17.0,100.0,1496.52,879.29,6.0,8.5,5726.02,1854.96
1.79,4.28,2642.26,215.84,1.44,1.71,3583.03,1141.9
2.51,12.09,2385.7,255.05,1.4,2.21,3623.16,1123.59
3.5,13.04,2157.1,335.39,1.48,3.04,3517.04,1271.7
1.47,1.16,2206.15,185.71,1.56,1.45,2265.7,912.05
4.12,16.67,2210.43,360.42,1.53,3.43,2866.65,1011.36
3.0,0.0,1250.82,629.85,1.0,3.0,8120.68,1753.02
1.75,4.95,2394.81,209.79,1.01,1.66,3064.14,920.63
2.85,8.97,2632.89,290.43,1.85,2.59,3622.77,1094.02
2.5,10.34,1819.9,272.85,1.62,2.24,3180.05,1062.02
2.26,11.59,2595.83,246.58,1.1,2.0,2936.7,1335.92
2.21,6.15,2412.35,237.13,1.45,2.08,3337.47,944.66
1.84,0.81,1726.08,204.11,1.21,1.82,1477.37,706.15
16.25,33.33,2570.76,1070.62,0.69,10.83,3067.69,1058.82
2.25,9.43,2369.52,250.04,1.44,2.04,4369.28,1169.45
1.68,12.5,2145.73,175.79,0.66,1.47,6073.41,1405.83
3.33,10.0,1407.1,321.35,1.4,3.0,3427.99,1126.85
3.0,20.0,1418.72,194.24,7.4,2.4,5640.98,1303.51
4.8,9.09,1827.73,466.28,2.91,4.36,5230.13,1540.69
3.89,9.8,2112.34,376.68,1.75,3.51,2081.41,771.47
2.93,0.0,1606.56,310.29,1.71,2.93,4537.62,1208.97
1.55,8.7,2648.19,160.44,2.82,1.41,5063.59,1403.3
4.52,25.58,2560.14,384.93,3.15,3.36,7198.88,1580.84
1.24,2.64,2626.31,158.51,1.4,1.21,2679.68,959.91
1.42,0.0,2504.65,165.92,2.11,1.42,3123.43,1096.67
1.09,0.62,2511.84,149.03,1.39,1.09,2173.69,1006.71
1.25,5.03,2551.09,154.98,2.45,1.19,3243.34,974.58
2.53,11.76,1610.2,242.69,2.71,2.24,3324.74,1066.15
2.5,12.5,1571.59,233.26,1.25,2.19,3346.26,960.74
3.58,8.33,2303.04,355.36,1.8,3.28,3533.99,1119.51
1.6,3.7,2192.27,200.03,1.69,1.54,3057.68,957.76
3.22,12.66,2203.44,325.52,1.52,2.81,3888.61,1162.48
5.0,0.0,1263.82,546.62,8.0,5.0,3714.34,1899.14
1.67,3.85,2270.95,174.79,1.96,1.6,3411.47,1092.45
2.64,6.74,2557.33,265.87,1.97,2.46,4778.16,1154.28
5.53,20.59,2611.05,524.3,2.98,4.39,4803.86,1262.71
1.78,5.42,2678.12,195.93,2.23,1.68,3206.51,1040.97
4.75,0.0,1287.52,557.34,2.25,4.75,3240.21,1183.37
1.78,8.75,2357.82,201.61,1.92,1.62,4056.84,1173.83
1.53,1.89,2621.39,201.58,1.52,1.5,6619.39,1307.82
1.49,7.37,2565.61,167.82,1.83,1.38,4556.97,1197.67
5.29,22.22,1389.76,427.15,1.22,4.11,1503.55,694.06
3.7,13.04,1680.69,352.2,2.26,3.22,2658.7,910.56
2.58,7.41,1862.58,249.53,1.04,2.39,1783.17,807.69
3.19,8.7,1519.1,326.37,1.91,2.91,2136.25,740.6
3.34,9.24,2697.44,346.91,1.83,3.03,2400.36,966.25
2.06,2.82,2324.94,249.89,2.54,2.0,3807.06,1104.22
3.19,11.27,2281.95,342.16,2.41,2.83,2275.79,1201.62
2.74,9.8,2286.93,290.91,0.92,2.47,3726.64,1104.98
1.23,3.14,2444.06,156.5,0.95,1.19,3144.65,938.65
1.17,1.3,2583.95,139.97,1.3,1.16,2614.0,849.95
2.8,12.21,2651.14,286.87,4.63,2.46,5162.72,1291.29
1.85,3.03,2532.28,209.41,1.99,1.8,3618.35,1005.49
4.92,16.28,2558.88,436.34,1.88,4.12,3724.6,1243.61
1.12,1.32,2125.56,122.36,1.16,1.11,1824.61,1072.45
2.17,11.27,2468.92,228.68,2.73,1.93,4894.83,1133.18
0.96,0.0,1320.78,112.25,0.5,0.96,1242.4,962.36
2.0,0.0,1225.17,253.06,0.0,2.0,6815.44,1416.71
2.38,9.5,2600.23,263.37,3.64,2.15,3917.45,1028.52
2.49,5.56,2195.95,268.26,1.62,2.35,1398.29,755.6
1.39,2.22,1876.39,150.9,1.47,1.36,4984.18,1039.75
1.09,2.24,2593.06,130.38,2.83,1.06,4514.67,1227.86
1.71,7.18,2562.87,190.36,1.36,1.59,4654.72,1175.57
4.5,20.0,1526.65,372.57,0.53,3.6,2267.51,920.69
1.36,2.87,2437.52,158.87,1.37,1.32,3222.31,1038.12
4.0,33.33,1437.14,261.89,0.33,2.67,2681.45,1746.71
4.0,20.0,1405.19,326.92,0.6,3.2,4554.06,965.42
1.89,6.32,2592.37,227.03,1.79,1.77,4473.99,1214.83
0.95,3.51,2602.5,109.68,1.02,0.92,3909.74,1144.0
4.5,10.34,2563.89,454.75,1.74,4.03,2269.6,1011.6
1.0,0.0,1204.83,100.0,1.0,1.0,1616.01,884.84
10.5,33.33,1437.27,565.79,2.33,7.0,4643.28,1816.11
1.33,3.12,2587.41,166.63,1.72,1.29,4613.42,964.54
2.28,1.52,1772.91,251.26,0.89,2.24,2743.92,843.43
2.94,12.09,2559.54,288.54,3.7,2.58,5735.34,1206.14
36.0,100.0,1597.43,1190.35,1.0,12.0,5547.39,1879.47
3.25,14.29,1721.1,289.6,0.43,2.79,5457.34,1361.39
2.39,12.59,2082.72,235.46,1.19,2.09,4044.57,1079.02
1.91,3.03,1621.24,210.91,0.88,1.85,4791.27,1359.32
2.8,16.67,1553.63,274.22,1.28,2.33,3987.33,985.63
2.73,11.76,1778.18,285.44,2.12,2.41,4968.94,1394.34
2.23,3.19,2143.02,243.2,1.04,2.16,2670.05,863.97
2.83,10.0,1798.11,307.73,1.35,2.55,3551.35,1321.16
1.27,1.16,2199.82,156.74,1.94,1.26,3119.92,1019.27
1.21,5.81,2378.41,135.32,2.15,1.14,3867.1,1203.71
3.38,7.14,1558.51,342.39,3.64,3.14,2535.1,892.63
2.15,2.94,1744.67,228.83,1.56,2.09,2214.31,876.25
1.72,3.39,2071.96,193.64,0.93,1.66,2715.92,1029.79
1.13,2.04,2300.79,149.47,2.6,1.11,3321.21,932.01
2.26,13.64,1904.33,219.94,2.18,1.95,2443.51,1185.18
3.95,6.93,2240.82,398.8,2.08,3.68,2684.99,1003.97
1.86,3.45,1744.92,191.69,1.55,1.79,2741.19,1127.62
1.66,3.78,1984.14,193.18,1.68,1.6,2847.59,863.84
1.62,0.0,1913.91,198.01,1.09,1.62,2006.38,652.42
4.75,20.0,1511.66,378.46,1.25,3.8,6550.88,1254.28
2.0,0.0,1243.78,250.89,3.67,2.0,4241.97,834.16
1.17,2.67,2495.2,136.03,1.9,1.14,3265.89,912.21
1.36,1.96,2573.61,165.45,2.09,1.33,2571.55,877.53
3.23,10.53,2556.77,340.57,2.59,2.89,3839.72,1010.19
2.6,4.76,1799.66,303.58,2.57,2.48,5237.41,1318.76
1.21,2.52,2413.91,148.03,2.01,1.18,2658.65,873.08
3.85,21.25,2912.52,353.15,2.2,3.03,6912.68,1538.94
1.67,0.0,1621.79,214.35,0.67,1.67,4523.4,1483.56
2.45,8.33,2374.42,270.71,1.97,2.25,5522.88,1512.47
4.5,8.57,2027.12,460.04,1.26,4.11,2654.34,815.93
3.91,9.94,2594.19,388.47,2.01,3.52,3863.44,994.17
1.16,5.81,2585.53,137.54,1.4,1.09,6320.14,1310.84
2.24,3.85,1796.54,273.02,2.19,2.15,2325.34,989.34
1.11,4.17,2650.83,137.55,0.96,1.06,3906.68,1111.35
4.18,21.43,1567.54,395.31,1.0,3.29,7207.67,1642.58
1.01,4.55,2661.56,120.73,3.32,0.96,6141.59,1407.18
6.06,21.74,2004.44,534.05,1.78,4.74,2933.27,893.96
4.3,13.64,2661.55,425.08,2.42,3.72,3543.86,1253.65
1.54,1.98,2400.36,176.34,1.37,1.51,2004.09,747.73
2.32,7.5,1586.97,223.98,1.9,2.15,4979.05,1104.27
2.56,5.88,1544.82,253.74,1.29,2.41,2443.23,920.49
8.4,37.5,1728.86,569.23,2.38,5.25,4467.32,1512.57
1.91,4.17,1357.43,222.98,1.75,1.83,4515.45,1048.4
1.58,3.6,2193.84,178.0,0.96,1.53,2048.53,742.13
2.33,0.0,1248.17,311.34,1.67,2.33,3023.8,1143.85
1.41,1.04,2451.87,174.14,1.49,1.4,5635.1,1217.81
3.76,12.5,1888.28,361.69,1.96,3.29,6338.72,1286.88
1.29,0.0,1454.31,153.18,1.31,1.29,1327.76,689.39
1.65,3.96,2554.95,173.98,1.98,1.58,5473.6,1313.38
2.34,10.11,2567.17,258.35,1.43,2.1,4012.26,1071.28
2.11,6.19,2432.41,232.46,1.19,1.98,3694.67,962.49
1.59,2.7,1936.58,193.63,1.95,1.55,4181.06,1181.16
2.09,6.25,2273.19,214.51,0.85,1.96,3109.96,1137.41
3.27,12.0,1820.31,321.69,1.56,2.88,3908.78,946.51
8.0,0.0,1273.05,850.6,2.0,8.0,4428.5,1834.99
2.04,5.45,2221.79,213.28,2.09,1.93,2501.67,969.61
3.03,11.94,2545.35,296.69,1.98,2.67,2909.81,1107.23
1.34,1.91,2670.53,165.64,2.02,1.32,3616.4,1035.69
2.42,5.0,1785.13,246.2,1.95,2.3,2063.16,682.17
2.11,3.57,2225.08,240.47,2.12,2.04,3595.0,999.62
2.14,0.0,1448.23,233.02,2.07,2.14,2286.69,991.06
1.35,0.0,1984.97,162.75,1.87,1.35,2278.57,800.76
1.08,3.7,1454.37,136.76,1.26,1.04,3388.77,909.73
5.29,22.22,1592.6,505.76,1.33,4.11,4872.29,1586.55
2.87,8.0,1801.56,287.81,1.44,2.64,3556.14,996.11
2.09,10.76,2705.7,209.41,1.83,1.86,3519.0,1102.28
0.96,0.38,2564.7,112.79,1.21,0.95,2900.01,1010.84
2.31,9.09,2459.02,239.1,1.73,2.1,2279.19,929.03
2.61,12.0,1881.42,262.58,1.42,2.3,3453.07,930.33
2.12,0.0,1575.42,249.61,1.82,2.12,3744.4,1084.54
2.19,4.04,2552.75,248.32,1.67,2.1,3963.04,1163.39
1.7,2.94,1643.78,184.87,1.29,1.65,2434.27,897.0
6.79,31.82,2479.82,482.48,1.29,4.63,3378.41,1350.44
1.76,5.94,2588.77,199.3,1.95,1.65,3692.6,1028.47
1.82,3.51,2019.51,219.94,1.68,1.75,2691.79,901.92
3.27,12.5,2067.85,314.05,1.81,2.86,4364.19,1178.03
1.8,6.59,2531.43,194.3,1.68,1.68,3541.75,1268.38
3.35,20.69,2280.39,296.06,1.24,2.66,4072.52,1153.92
2.15,8.48,2501.97,242.32,3.32,1.97,6489.72,1386.35
1.09,2.82,1945.27,132.76,0.99,1.06,2073.63,899.75
5.09,16.96,2296.86,500.47,2.2,4.23,6387.31,1261.11
2.51,6.18,2393.86,280.94,2.04,2.36,3178.28,1015.89
4.8,24.43,2574.44,436.27,2.02,3.63,4834.98,1294.52
2.36,10.77,2520.93,243.93,1.46,2.11,3190.33,1123.34
2.15,9.3,2294.9,243.37,1.44,1.95,3312.07,1211.22
1.88,4.0,2091.73,216.06,1.46,1.8,2459.09,1000.41
1.48,1.39,1747.98,177.7,0.86,1.46,1092.24,512.73
0.95,0.0,2335.54,119.76,1.18,0.95,1892.21,722.28
2.18,8.33,1489.79,203.9,0.92,2.0,3960.79,1180.0
2.05,6.5,2744.19,237.45,1.18,1.92,3803.17,1145.6
1.0,0.68,2548.59,114.8,1.48,0.99,3094.02,1234.48
1.2,1.33,1708.81,144.68,0.55,1.19,2106.75,815.43
4.43,15.69,2535.07,410.43,2.03,3.74,3954.48,1378.98
1.91,2.94,1630.3,205.44,1.5,1.85,3689.45,920.31
2.2,0.0,1340.84,317.14,0.8,2.2,3524.98,1304.98
9.5,33.33,1407.62,684.14,0.67,6.33,1861.96,1539.86
2.44,3.85,1713.39,279.19,1.62,2.35,2906.62,963.44
1.56,1.67,1956.45,176.5,2.02,1.53,2377.82,844.52
0.75,0.0,1356.89,91.06,1.29,0.75,1600.63,769.56
2.27,16.67,1714.14,190.03,1.33,1.89,4072.96,1059.95
3.5,50.0,1404.93,188.91,0.0,1.75,3521.24,1331.34
3.2,9.09,1895.52,285.51,1.91,2.91,3263.16,1140.38
3.2,12.02,2567.87,339.17,1.98,2.82,4287.89,1225.45
8.0,16.67,1534.29,737.99,1.33,6.67,5068.29,1432.69
4.77,23.53,1735.18,398.23,1.59,3.65,6465.63,1542.82
1.36,7.56,2584.69,159.43,1.29,1.26,4945.32,1233.0
1.91,8.05,2573.45,211.19,3.25,1.76,5054.6,1223.14
2.8,11.76,1892.54,260.15,1.18,2.47,2889.55,953.44
2.21,13.04,2546.57,218.06,2.12,1.93,6226.52,1402.02
3.21,12.26,2534.04,322.73,1.9,2.82,4912.33,1192.47
3.28,10.53,2376.34,342.43,1.26,2.94,4492.92,1136.65
4.0,0.0,1358.72,451.78,0.5,4.0,5067.76,1328.58
1.6,4.08,2378.08,184.6,2.35,1.53,5241.44,1389.57
0.0,0.0,1204.87,0.0,0.0,0.0,922.11,810.66
3.53,5.56,1628.97,349.29,2.17,3.33,2142.15,1145.73
2.4,0.0,1355.53,269.98,1.2,2.4,4069.1,1007.58
6.14,30.0,2545.11,514.92,2.1,4.3,5698.69,1499.88
0.82,2.0,2335.0,98.39,1.03,0.8,4466.44,1118.95
2.23,14.55,2266.29,202.76,1.24,1.91,3248.77,1128.74
1.57,6.36,2548.04,189.17,1.71,1.47,5270.84,1144.38
2.38,2.95,1896.84,261.44,1.15,2.31,968.63,552.36
2.3,3.52,2232.46,258.52,1.4,2.22,1986.2,654.89
1.89,3.35,2607.66,221.97,1.83,1.83,2664.51,976.47
3.18,8.33,1429.08,305.36,0.58,2.92,2288.27,1084.37
2.77,13.95,2202.17,291.75,1.57,2.38,3628.17,1038.03
1.13,5.65,2624.97,136.61,1.79,1.07,5311.46,1220.83
2.69,5.08,2409.14,280.86,1.79,2.55,1857.66,849.86
1.97,6.58,2436.52,220.52,2.24,1.84,4443.69,1199.49
3.23,11.76,2176.47,293.61,7.65,2.85,2980.83,1041.6
1.08,0.76,2549.55,133.82,4.11,1.07,4293.09,1110.56
1.44,0.0,2226.38,168.48,1.04,1.44,1757.77,687.7
1.46,4.93,2542.58,178.39,1.35,1.39,2805.19,1014.12
3.59,10.53,1864.04,343.09,1.53,3.21,4041.66,1126.2
2.61,5.71,1883.2,254.59,1.71,2.46,2358.64,929.47
0.0,0.0,1177.25,0.0,0.0,0.0,0.0,148.57
5.2,16.67,1637.14,487.35,1.33,4.33,2218.3,1118.05
2.68,12.96,2440.64,275.84,3.2,2.33,7085.4,1376.08
27.5,60.0,1602.18,1056.26,0.0,11.0,4119.26,1524.19
2.0,9.89,2618.37,213.39,1.21,1.8,4053.13,1198.06
1.42,2.82,2119.61,160.82,1.45,1.38,2500.6,806.0
2.14,7.45,2294.71,243.23,1.24,1.98,4587.8,1201.37
1.24,3.77,2534.16,167.97,2.5,1.19,4288.85,1121.82
2.74,9.52,1801.53,270.64,1.38,2.48,3376.55,1182.44
4.43,12.5,1350.24,414.36,1.75,3.88,1675.73,1026.09
6.5,42.86,1584.59,402.18,2.29,3.71,7787.7,1637.15
2.73,10.81,2653.45,260.33,1.31,2.43,4375.56,1111.33
0.83,0.0,1514.01,104.04,1.07,0.83,3251.13,922.03
6.0,19.78,2519.14,557.08,1.78,4.81,4418.97,1396.85
1.18,0.0,1325.97,149.06,1.56,1.18,1134.94,663.73
0.87,1.87,2498.64,104.8,1.03,0.85,2350.13,798.59
2.06,0.0,1214.14,220.76,0.24,2.06,841.42,555.62
2.05,6.52,2265.22,216.07,1.65,1.91,4416.41,1162.38
3.06,20.0,1686.78,257.09,0.9,2.45,2007.88,1059.52
1.49,2.9,1864.59,170.04,0.7,1.45,2122.6,807.42
3.5,20.0,1382.45,290.55,1.0,2.8,1822.06,1256.62
1.5,2.52,2522.27,182.22,1.87,1.46,4018.36,1046.77
0.85,2.43,2499.2,105.34,3.39,0.83,4950.26,1096.37
1.42,3.51,1893.5,166.98,1.47,1.37,2526.8,1000.6
3.41,10.53,1744.75,334.34,1.89,3.05,3225.41,1162.06
1.77,2.8,2494.25,201.64,0.72,1.72,3584.33,1132.06
1.57,8.7,1741.77,166.51,1.52,1.43,3769.33,1079.71
1.35,4.0,1961.63,133.83,1.82,1.3,2396.57,1053.11
1.66,3.45,2042.73,204.22,1.12,1.6,2794.37,1052.52
3.89,15.62,2267.46,377.97,1.38,3.28,4369.46,1176.61
1.71,3.07,2606.27,202.83,1.65,1.65,2521.32,793.14
3.0,0.0,1276.51,294.83,0.0,3.0,4433.93,1552.72
1.19,1.74,2123.68,141.1,1.67,1.17,2085.61,900.55
0.99,0.48,2222.3,116.56,0.84,0.98,1800.91,777.67
2.25,0.0,1237.07,232.18,1.75,2.25,2028.0,967.12
1.33,1.54,2293.93,163.72,0.8,1.31,5097.91,1232.38
5.0,14.63,2297.11,466.46,1.68,4.27,3804.3,1253.49
2.48,1.52,2263.0,257.9,1.61,2.44,2277.67,790.01
1.07,2.46,2589.09,129.81,0.92,1.05,2857.6,1058.43
1.05,1.82,2538.83,129.92,1.18,1.03,2390.94,888.6
1.13,2.52,2544.46,139.43,1.3,1.1,3043.73,925.16
1.17,1.56,2163.79,142.17,2.25,1.16,3880.65,1155.88
2.78,14.29,1679.0,258.3,1.24,2.38,2290.59,860.83
3.63,5.77,1789.44,378.35,0.79,3.42,3490.28,755.14
1.88,1.96,1669.28,197.7,0.96,1.84,1425.15,806.97
1.65,4.73,2703.21,195.4,1.59,1.57,5445.57,1169.43
1.59,5.19,2581.94,185.39,1.36,1.51,5544.61,1253.83
3.67,11.11,1953.24,350.16,1.44,3.26,4644.32,1405.22
2.12,5.48,2537.53,244.02,1.79,2.01,5254.89,1245.23
2.6,0.0,1367.44,258.4,1.9,2.6,4615.88,1188.18
3.0,10.0,2603.77,320.27,1.24,2.7,4881.06,1324.88
3.55,7.41,2001.9,335.19,1.28,3.28,1944.8,719.89
1.14,1.28,2082.23,141.19,2.21,1.13,4918.63,1062.75
1.85,3.88,2322.35,227.42,1.63,1.78,3065.66,1055.6
1.0,0.0,1229.42,149.03,2.0,1.0,3966.05,1711.06
2.06,6.92,2561.17,228.26,2.93,1.92,3548.67,1269.18
3.28,6.9,2104.53,365.32,1.66,3.05,2867.79,908.52
2.38,7.23,2557.83,256.39,1.63,2.2,3975.21,1079.02
4.78,18.18,1573.45,382.9,0.45,3.91,1989.93,913.48
1.16,8.82,1945.38,136.76,1.65,1.06,5467.92,1335.41
3.7,12.75,2593.34,367.02,2.17,3.23,4717.8,1108.08
