solo_KillDeathRatio,solo_WinRatio,solo_Rating,solo_DamagePg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_TimeSurvivedPg
2.59,10.87,2217.27,298.18,1.61,2.3,3240.13,1084.54
8.0,40.0,1582.65,498.16,1.2,4.8,7068.04,1603.26
3.23,20.2,2733.38,314.93,10.37,2.58,7872.52,1608.17
2.65,0.0,2145.52,307.88,1.83,2.65,2697.04,882.67
1.47,5.0,1385.59,148.01,2.7,1.4,1798.01,779.9
1.18,5.56,2676.73,144.14,1.69,1.11,6173.59,1294.12
2.77,2.13,1991.4,299.07,1.1,2.71,2222.22,566.06
1.92,2.78,1742.74,230.98,1.14,1.87,1349.0,531.9
2.23,4.59,2349.05,259.6,1.76,2.13,3578.87,1106.72
1.47,9.36,2721.12,178.29,2.37,1.34,6883.47,1456.73
2.12,8.6,2696.31,236.08,1.12,1.94,4859.1,1267.7
0.75,0.65,1455.3,93.8,0.67,0.75,1316.7,732.62
3.67,0.0,1331.85,447.39,2.67,3.67,4590.83,1505.87
5.0,33.33,1351.52,389.08,0.33,3.33,2555.35,1042.36
1.0,0.0,1207.83,130.05,0.0,1.0,757.53,761.06
3.27,15.59,2928.65,326.15,2.56,2.76,6499.85,1391.06
9.67,25.0,1911.1,738.55,1.92,7.25,7183.15,1330.15
2.35,10.53,1620.84,225.72,0.58,2.11,2939.98,829.17
3.1,16.0,2207.84,282.16,1.4,2.6,5589.5,1386.53
1.35,4.44,2317.97,178.91,1.49,1.29,4973.33,1109.41
2.09,3.42,2259.12,230.24,1.61,2.02,2856.23,854.39
1.82,1.16,2135.97,211.33,1.22,1.8,2697.71,967.03
2.42,6.94,2191.12,253.26,2.83,2.25,4965.43,1094.18
3.23,18.37,2657.48,318.95,1.77,2.64,6581.35,1467.34
1.58,4.04,2217.16,181.07,1.6,1.52,2324.66,1001.04
0.73,0.0,1288.57,98.24,0.55,0.73,3124.98,843.87
9.0,50.0,1481.31,441.2,2.5,4.5,7529.21,1572.33
2.17,3.12,2382.85,242.68,1.38,2.1,1917.68,777.76
5.62,18.75,1593.74,515.74,1.81,4.56,2011.89,1144.65
2.17,2.17,2246.71,229.12,1.12,2.12,1683.69,688.95
1.31,0.0,1934.07,156.15,0.85,1.31,2394.97,937.74
4.2,0.0,1433.34,487.11,1.2,4.2,6099.13,1589.99
8.29,41.67,2080.07,538.74,1.21,4.83,5348.71,1444.1
2.16,5.45,2040.54,245.84,1.15,2.05,2557.13,821.14
2.47,8.82,1987.68,286.56,1.38,2.25,4675.75,1273.9
1.8,0.0,1234.46,178.54,0.6,1.8,3015.18,505.59
2.18,10.59,2427.27,253.65,1.45,1.95,5264.7,1286.99
5.36,16.28,2262.74,479.1,3.65,4.49,3419.1,1170.91
4.05,6.73,2365.6,411.05,1.96,3.77,5170.51,943.3
3.82,14.49,2593.2,358.48,3.08,3.27,5177.31,1374.69
1.69,1.39,2036.64,205.79,1.51,1.67,3124.42,857.69
2.08,9.21,2701.25,223.45,2.76,1.89,8295.34,1247.79
1.59,0.0,1726.56,184.14,1.17,1.59,2089.82,700.96
9.0,0.0,1254.89,938.0,3.0,9.0,3100.34,1522.2
1.16,4.71,2712.98,139.32,2.7,1.11,5046.51,1165.42
2.11,8.1,2725.73,236.98,2.11,1.94,4021.29,1225.25
1.07,1.94,2050.29,124.05,1.28,1.05,2329.19,879.19
2.67,18.18,1691.26,222.33,0.64,2.18,5217.45,1579.26
2.44,15.62,1896.23,233.75,1.06,2.06,2046.36,907.12
3.59,10.53,1742.16,307.19,1.32,3.21,4434.98,1188.87
3.35,5.56,1606.48,370.34,2.28,3.17,3981.56,837.73
4.09,22.98,2690.91,380.43,2.39,3.15,7410.58,1538.76
1.6,5.19,2707.02,189.4,1.37,1.51,4335.12,1210.82
2.0,10.0,2492.57,218.21,1.33,1.8,3509.29,1160.0
2.71,3.09,2120.01,313.22,1.41,2.63,1949.59,607.36
3.75,11.11,1449.05,387.38,1.56,3.33,2490.3,905.23
2.02,10.0,2275.28,198.84,1.47,1.82,2784.75,925.86
0.68,1.57,2628.28,89.49,1.6,0.67,5042.65,1050.66
3.2,16.67,1344.96,256.89,1.0,2.67,2100.4,1162.13
1.37,4.55,1944.04,140.55,1.74,1.3,2137.06,786.75
1.26,3.27,2549.66,144.57,1.28,1.22,3173.27,962.8
2.17,2.04,1975.1,251.0,0.8,2.12,1991.26,803.49
2.07,15.8,2637.89,207.2,1.89,1.74,8221.95,1500.1
2.4,9.09,1454.99,232.05,1.45,2.18,3790.26,1048.02
5.0,0.0,1254.89,461.92,2.0,5.0,3435.98,1792.84
2.12,3.85,1653.97,247.29,2.04,2.04,3044.66,1206.07
9.0,50.0,1367.99,528.7,2.0,4.5,6163.32,1705.49
1.95,4.76,1552.44,223.28,1.81,1.86,2608.44,1091.04
1.62,12.12,2764.23,176.84,1.65,1.42,5900.24,1371.61
2.28,3.85,1766.95,260.19,1.19,2.19,2916.62,1083.59
2.93,8.43,2791.46,315.65,1.4,2.68,5150.1,1128.52
2.86,0.0,1459.87,292.73,1.29,2.86,2932.2,911.74
2.3,4.44,1968.16,243.15,1.8,2.2,2282.43,873.9
4.69,7.14,1588.95,475.68,1.36,4.36,3200.87,1176.58
2.06,14.29,1745.21,207.54,1.43,1.76,6253.58,1257.38
1.98,2.4,2512.89,229.87,2.15,1.93,2310.22,765.44
2.74,8.4,2042.51,282.8,0.94,2.51,2520.23,1079.19
9.0,50.0,1378.71,458.0,1.5,4.5,3913.39,1592.22
2.76,6.82,1821.49,280.8,1.41,2.57,1948.58,894.38
1.57,2.78,1749.68,179.67,1.26,1.53,1968.02,685.45
6.8,16.67,1556.89,565.55,1.25,5.67,3829.36,1131.89
3.46,7.11,2771.8,360.05,1.47,3.21,2529.14,878.36
3.33,25.0,1865.69,296.93,3.25,2.5,6921.95,1621.21
2.59,11.4,2569.84,286.23,1.32,2.3,4397.9,1235.07
8.0,33.33,1403.03,499.26,2.33,5.33,5226.07,1386.63
0.6,0.0,1171.01,60.23,0.2,0.6,1123.01,617.41
2.16,4.17,2275.66,241.6,1.18,2.07,2518.66,804.05
3.64,15.09,1855.3,326.49,1.06,3.09,2756.06,994.25
3.59,18.52,1993.22,318.74,2.11,2.93,5343.15,1529.53
2.85,5.71,2054.5,328.09,1.34,2.69,5651.5,846.4
1.92,9.76,2337.05,210.73,1.63,1.73,5850.46,1322.63
2.29,5.88,2252.68,236.71,2.27,2.16,4342.79,1120.05
2.43,6.67,1443.95,270.58,1.33,2.27,1572.93,955.32
3.28,7.41,1749.96,318.77,1.59,3.04,2148.96,941.7
3.07,3.45,1612.24,308.36,2.28,2.97,2173.9,822.06
2.95,7.59,1842.22,321.8,1.43,2.72,3186.8,977.09
6.11,18.18,1573.91,461.08,1.91,5.0,5277.05,1153.22
4.47,9.52,1795.48,463.27,1.71,4.05,2185.06,1031.27
2.25,0.0,1504.47,224.02,1.38,2.25,3795.02,1560.28
3.73,8.33,2092.17,365.8,2.0,3.42,6343.2,1281.23
2.64,5.88,2216.53,278.91,1.37,2.49,2205.82,770.63
2.14,12.5,1409.52,233.96,0.75,1.88,3468.51,1183.55
1.05,0.67,2129.67,130.12,0.89,1.05,2518.56,868.64
4.58,15.38,2078.02,424.92,2.56,3.87,2715.36,900.39
2.07,3.33,2075.82,239.61,0.97,2.0,6075.32,1435.56
0.9,0.0,2061.48,119.68,1.59,0.9,2010.75,884.82
4.47,15.79,2376.79,429.35,1.61,3.76,4244.22,1189.16
5.0,100.0,1342.36,564.9,1.0,5.0,7864.76,1905.0
4.77,18.75,1822.31,391.89,2.56,3.88,2898.51,1016.46
1.6,5.8,2076.49,167.84,1.48,1.51,3960.42,1150.06
4.68,28.57,2569.42,361.59,1.83,3.34,6694.75,1516.57
6.13,28.57,2553.31,506.75,2.26,4.38,5429.52,1286.24
1.34,2.86,2698.76,158.72,2.11,1.31,3397.51,908.76
2.87,13.4,2366.62,303.96,3.38,2.48,6189.36,1349.74
1.52,5.39,2776.11,169.58,1.47,1.43,4388.87,1097.52
4.0,0.0,1311.23,371.3,0.33,4.0,2726.06,1247.47
3.23,17.38,2643.59,301.19,1.78,2.67,4620.93,1320.95
2.0,4.76,1699.31,220.75,1.0,1.9,5286.5,1180.14
3.29,13.32,2729.26,351.12,2.85,2.85,5283.86,1295.29
5.75,27.27,1726.07,413.38,1.0,4.18,3941.66,1635.84
2.05,8.33,1740.39,192.49,0.88,1.88,2533.32,1119.1
6.0,0.0,1278.15,625.24,1.0,6.0,2163.1,1840.43
2.28,5.88,1726.82,225.59,0.74,2.15,3072.71,923.0
2.83,14.81,1862.93,293.16,1.07,2.41,2660.15,1211.12
2.08,10.71,1729.82,227.5,0.68,1.86,2676.32,847.02
2.55,11.98,2649.37,269.36,2.49,2.24,5229.81,1242.35
2.4,6.25,2197.58,269.94,1.1,2.25,2290.36,1047.19
3.06,9.09,2039.77,323.21,1.95,2.78,4196.15,1186.34
2.92,11.36,2556.21,276.16,1.3,2.59,3127.79,1084.52
1.38,1.22,2406.78,189.33,0.88,1.36,3242.47,1086.84
3.4,13.79,2035.08,356.95,1.83,2.93,2313.0,887.96
1.66,3.92,2559.56,200.4,1.32,1.59,4051.73,1252.71
4.99,18.64,2452.21,437.17,2.2,4.06,5469.27,1120.11
3.48,10.0,2101.41,318.63,1.27,3.13,3268.52,1195.44
3.22,15.52,2475.34,305.35,1.93,2.72,4956.67,1499.07
3.65,5.56,1435.31,389.84,1.61,3.44,4637.35,1243.8
1.85,1.32,2114.09,215.45,0.82,1.83,2018.64,797.29
8.8,16.67,1456.54,836.83,1.83,7.33,3875.68,934.79
4.75,20.0,1418.62,388.02,1.2,3.8,3843.44,1147.32
4.73,15.38,2129.15,424.56,1.54,4.0,6215.41,1444.12
2.06,2.78,1775.3,222.36,2.11,2.0,2526.13,856.43
1.36,5.12,2642.88,151.81,2.05,1.29,5732.6,1253.76
2.0,7.73,2570.04,225.64,1.46,1.85,4796.58,1441.16
2.6,0.0,1269.94,360.67,4.1,2.6,3013.48,811.36
2.25,7.51,2643.94,249.19,1.15,2.08,2743.95,938.62
2.31,10.9,2802.9,254.31,2.7,2.06,5342.71,1220.3
2.55,9.09,1799.77,256.16,0.91,2.32,4010.94,1059.78
2.77,8.82,2224.89,269.7,1.44,2.53,3452.46,1066.55
1.51,6.78,2706.32,167.31,1.49,1.41,8030.83,1341.43
0.72,1.55,1974.06,96.99,0.91,0.71,2850.41,924.68
13.0,50.0,1377.49,661.31,1.0,6.5,3315.13,1574.24
1.0,0.0,1222.29,151.74,0.0,1.0,4932.21,978.12
2.6,7.59,2524.98,288.39,1.23,2.41,3796.83,1181.36
1.27,5.45,2717.12,148.48,1.88,1.2,5068.65,1245.27
4.94,27.1,2578.8,408.39,2.47,3.6,5506.66,1417.99
2.47,3.37,2265.88,281.22,1.79,2.38,2226.59,787.13
8.0,50.0,1331.01,488.26,3.0,4.0,2929.6,1343.91
9.0,50.0,1406.09,569.66,3.0,4.5,5818.38,1853.89
1.2,1.1,2176.18,139.85,1.32,1.19,2125.58,685.66
2.06,3.06,2325.78,227.83,2.2,2.0,4351.14,1135.41
1.69,7.14,2679.34,179.14,1.28,1.57,5568.33,1280.72
2.97,5.07,1953.37,322.82,1.88,2.82,2021.2,626.77
8.0,50.0,1443.08,352.91,0.5,4.0,3688.15,1377.77
3.81,11.64,2545.55,369.56,2.01,3.36,3744.48,1122.76
1.69,9.5,2661.81,187.27,1.19,1.53,5347.97,1205.34
2.8,9.38,1969.44,276.98,2.58,2.54,3862.38,1064.29
3.33,5.26,2211.68,355.44,1.77,3.16,3484.11,840.48
7.8,47.37,2221.75,423.87,3.53,4.11,7555.09,1769.26
4.67,14.29,1585.07,442.75,0.86,4.0,2825.68,1585.28
7.75,20.0,1496.21,631.47,3.0,6.2,5837.95,1161.87
1.66,2.84,2302.25,197.09,1.08,1.61,1772.86,654.89
1.85,8.7,2575.92,204.5,1.85,1.69,4569.44,1085.81
2.42,5.0,1445.71,257.68,0.8,2.3,2364.76,770.35
3.05,4.76,1652.61,298.23,1.05,2.9,2559.78,845.6
4.37,12.41,2633.33,430.55,1.59,3.83,2952.94,1069.14
2.0,4.44,2349.22,217.18,1.02,1.91,3932.32,1159.19
2.83,10.96,2614.96,308.28,1.23,2.52,4840.97,1099.37
1.57,7.69,2462.65,189.47,1.18,1.45,5379.93,1217.66
2.26,6.1,1909.45,237.14,1.17,2.12,1532.78,557.45
3.79,17.14,2400.78,356.18,1.89,3.14,4880.48,1327.59
3.33,40.0,1488.91,220.82,4.0,2.0,5528.99,1467.62
2.14,9.32,2651.16,230.19,1.44,1.94,5356.34,1165.18
2.41,2.86,2078.21,270.84,1.53,2.34,3156.01,845.59
1.97,3.33,1914.88,207.51,1.0,1.9,2233.57,787.62
1.71,1.3,1922.61,209.06,2.26,1.69,2224.13,851.45
1.09,0.81,2027.3,142.73,1.37,1.08,1924.08,809.69
2.35,6.12,2320.57,262.28,1.35,2.2,5345.84,1133.16
7.0,50.0,1360.41,324.5,1.5,3.5,2542.32,1632.49
3.92,7.14,2380.88,398.81,1.86,3.64,2661.31,867.26
0.98,1.54,2756.45,125.3,1.59,0.97,3784.79,984.06
1.87,3.23,2101.56,226.1,1.77,1.81,5549.95,1374.42
2.46,18.75,1954.98,223.08,1.19,2.0,4400.18,1492.63
1.9,7.02,2736.43,217.04,1.9,1.76,4092.56,1222.25
0.8,0.0,1199.03,77.14,0.0,0.8,1463.12,1222.15
1.3,3.74,1784.76,146.95,1.36,1.25,2489.5,907.83
3.48,5.04,2469.34,365.15,1.45,3.3,2100.72,617.72
1.26,0.64,2245.26,165.17,1.59,1.25,2593.15,788.06
1.33,5.92,2784.29,153.14,2.61,1.25,7713.78,1406.9
2.3,7.02,2015.51,282.48,2.18,2.14,4031.39,1111.85
1.35,3.41,2695.55,172.47,1.33,1.3,2986.8,1018.62
2.55,10.53,2057.86,262.13,2.65,2.28,3572.93,1063.72
2.74,11.79,2684.26,287.22,1.82,2.42,5443.18,1366.65
1.5,4.26,2504.37,176.31,1.02,1.44,4563.04,1099.76
2.6,9.09,1854.06,272.55,1.32,2.36,2052.41,979.22
5.57,22.22,2140.33,433.42,1.0,4.33,4282.09,1400.59
1.25,2.26,2606.18,155.29,2.45,1.22,3035.45,1031.9
2.27,8.4,1686.03,236.29,1.31,2.08,2200.95,845.54
1.97,5.36,2529.59,221.27,1.07,1.87,2101.54,821.69
2.5,0.0,1550.28,277.48,1.42,2.5,4435.03,1091.87
3.67,11.76,1827.71,351.7,3.24,3.24,5736.31,1283.71
10.5,33.33,1701.33,651.83,1.67,7.0,7634.52,1861.73
6.5,33.33,1441.28,408.8,3.0,4.33,5000.05,1335.22
2.24,9.56,2655.34,231.97,1.58,2.02,5626.22,1263.35
1.54,2.85,2604.18,177.81,1.51,1.5,2535.92,825.16
2.01,6.49,1968.41,215.44,0.86,1.88,2193.0,947.84
0.33,0.0,1202.25,41.98,0.0,0.33,2203.79,741.42
1.24,1.56,1906.64,145.34,0.75,1.22,2725.15,850.97
3.36,15.66,2596.55,318.77,1.76,2.84,3752.9,1321.04
3.27,14.29,2778.27,308.34,3.17,2.81,5837.08,1352.71
4.7,23.08,1478.93,368.07,1.38,3.62,4079.36,1207.42
3.65,17.73,2443.11,358.0,4.33,3.0,5568.57,1489.11
7.75,33.33,1718.62,506.9,1.44,5.17,3244.69,1049.86
4.22,14.91,2591.67,423.91,1.79,3.59,2603.77,1107.11
1.74,6.69,2750.16,194.52,2.04,1.62,4514.66,1098.35
2.13,6.8,2703.27,228.77,2.17,1.99,4695.56,1095.05
1.71,0.0,1597.09,225.81,1.17,1.71,3353.24,994.64
1.81,6.19,2492.86,205.63,1.44,1.7,3909.08,1000.15
2.62,11.11,1483.9,282.47,0.39,2.33,1982.47,1108.85
2.58,9.52,2187.24,261.0,3.1,2.33,3825.05,1225.62
0.14,0.0,1099.12,16.78,0.0,0.14,562.54,534.43
2.98,5.66,1599.92,324.55,1.49,2.81,2141.55,821.34
13.4,54.55,1667.92,685.72,1.36,6.09,6443.28,1731.87
7.0,35.0,2112.51,501.32,1.35,4.55,4817.38,1361.82
4.0,25.0,1383.71,313.92,0.5,3.0,2396.7,1115.32
4.58,19.39,2509.67,418.75,1.56,3.69,4376.96,1234.46
1.22,8.0,2132.93,139.85,1.04,1.12,5035.05,1168.86
1.5,4.26,2621.73,181.33,1.11,1.43,4402.35,1053.45
10.64,31.25,1826.58,759.94,0.25,7.31,3060.64,970.68
2.94,7.38,2624.57,307.18,1.54,2.72,3056.57,832.97
4.05,24.0,2383.75,353.89,2.48,3.08,6995.6,1525.51
0.67,0.0,1230.6,50.0,0.0,0.67,1860.54,956.73
5.72,24.24,2620.52,506.27,1.0,4.33,3132.21,1025.64
3.45,8.82,1519.22,353.79,1.24,3.15,2640.33,717.48
2.42,7.09,2706.49,259.36,1.36,2.24,2831.04,1046.26
2.02,7.64,2738.32,231.33,2.85,1.86,4859.93,1242.02
1.38,2.56,1689.2,161.13,0.88,1.35,1961.77,817.28
6.47,24.0,1885.27,500.17,1.72,4.92,3366.38,1384.56
0.99,1.78,1917.69,105.24,0.25,0.97,1608.42,842.06
5.33,25.0,1316.95,406.77,0.25,4.0,1773.01,767.88
2.18,9.68,1847.16,224.1,1.26,1.97,3451.86,1154.9
1.31,3.91,2646.79,149.48,6.14,1.26,5171.63,1316.0
10.14,17.65,2071.05,853.17,1.94,8.35,7413.88,1238.66
1.84,3.85,1796.49,213.62,1.35,1.77,4026.38,1106.12
1.21,2.08,2208.63,142.41,1.23,1.19,6037.91,1373.54
1.0,0.0,1214.76,140.02,0.62,1.0,1243.04,729.23
1.18,1.18,2616.1,145.77,2.13,1.17,3647.33,946.6
3.3,8.96,2290.73,329.0,1.75,3.0,2097.52,790.24
4.25,33.33,1520.01,341.52,1.17,2.83,4967.09,1521.82
3.58,19.3,2611.99,323.0,1.72,2.89,6302.66,1368.56
3.64,22.54,2303.39,295.43,0.92,2.82,4338.21,1419.24
1.75,5.48,2617.16,187.41,1.01,1.65,3916.19,1125.13
4.48,12.99,2686.1,454.82,1.79,3.9,3548.85,1035.46
5.0,0.0,1246.09,429.14,0.0,5.0,7403.48,1565.38
0.89,0.63,2440.2,110.07,1.08,0.88,3130.8,873.94
1.73,7.34,2652.37,187.22,6.41,1.6,5952.54,1296.25
1.85,10.34,1799.71,192.71,2.79,1.66,3439.78,1016.74
3.0,0.0,1279.44,360.01,2.0,3.0,2903.12,918.08
1.97,12.12,1969.34,206.88,2.52,1.73,4257.89,1244.95
0.94,1.46,2233.1,116.03,1.3,0.93,3572.23,1075.97
1.71,3.03,2383.31,200.28,1.05,1.66,3044.02,873.29
4.57,16.47,2258.45,424.81,1.57,3.82,4009.35,1000.83
3.38,15.92,2579.6,334.88,2.96,2.84,5764.07,1277.37
2.07,6.12,2121.75,216.05,2.35,1.94,2558.4,1105.62
4.07,15.89,2239.31,380.48,1.99,3.42,4701.2,1124.87
2.21,8.24,2328.71,224.7,2.25,2.02,3651.34,887.21
2.5,0.0,1285.51,266.55,1.5,2.5,8583.16,1619.39
5.03,32.61,2176.43,388.79,1.8,3.39,5352.34,1307.96
1.31,2.57,2643.74,157.12,2.83,1.28,4178.7,1168.97
3.75,14.29,1794.07,324.74,2.07,3.21,4211.8,1318.45
3.0,10.53,1879.37,280.44,2.32,2.68,4085.56,1205.78
1.99,4.91,2610.28,225.92,2.42,1.9,5195.9,1036.2
1.81,0.0,2238.82,224.11,2.06,1.81,3279.42,973.14
22.0,50.0,1335.45,1131.58,1.5,11.0,4965.38,1068.35
1.0,1.33,2382.17,121.28,1.38,0.98,2557.62,845.17
12.83,45.45,2084.69,783.26,3.45,7.0,8252.47,1579.24
5.88,33.33,1830.69,387.12,1.08,3.92,3587.83,1335.1
2.22,8.47,2172.11,229.39,0.93,2.03,2307.39,884.65
5.28,10.71,2052.82,490.39,2.36,4.71,3316.2,1080.94
2.93,8.7,2079.53,289.31,2.72,2.67,3466.38,1028.65
1.4,3.9,2548.7,159.21,1.48,1.35,3398.95,1084.83
1.81,0.86,1852.8,219.33,1.23,1.79,1689.75,582.43
10.0,100.0,1341.2,841.32,6.0,10.0,3165.45,1905.75
1.32,0.97,2510.09,164.35,2.58,1.31,3339.75,891.82
2.0,0.0,1242.73,255.31,1.0,2.0,3432.01,1727.15
2.68,4.35,1781.08,295.43,1.78,2.57,4530.66,1238.42
1.87,4.29,1917.78,221.98,1.23,1.79,3439.73,1034.88
1.92,2.44,1899.36,209.59,1.12,1.88,2684.14,923.34
1.46,5.47,2682.39,185.87,1.66,1.38,6362.42,1322.38
17.0,50.0,1363.44,793.95,1.0,8.5,6002.28,1692.22
2.49,16.52,2775.5,237.61,3.39,2.08,6333.03,1345.09
2.1,4.17,1824.51,241.78,1.38,2.01,3327.18,1024.15
11.0,50.0,1490.72,526.12,1.17,5.5,4758.07,1352.18
2.16,10.77,2599.24,225.89,1.53,1.92,5852.93,1393.15
1.4,16.67,1324.46,126.97,1.5,1.17,2059.52,869.15
1.75,4.62,2470.12,211.81,1.31,1.67,4175.34,936.3
0.9,3.11,2634.8,113.45,0.94,0.88,4915.3,1207.9
4.75,20.0,1702.8,385.6,1.9,3.8,5817.06,1399.75
7.88,26.09,2363.45,649.65,2.35,5.83,4991.83,1313.92
3.01,7.66,2539.67,325.29,1.86,2.78,3620.41,1025.99
1.96,2.38,2342.53,234.75,1.11,1.92,1261.12,865.8
1.16,3.7,2673.47,151.35,1.41,1.12,4749.48,1229.13
2.08,10.0,2168.9,197.08,1.1,1.88,4827.78,1191.23
2.57,15.91,2226.08,252.5,1.32,2.16,2850.45,1111.08
1.62,3.78,2588.31,189.09,1.57,1.56,3369.6,974.54
4.6,7.46,1727.7,435.18,1.1,4.25,3212.2,717.68
4.18,12.31,2604.59,416.94,1.94,3.66,3359.59,1096.14
2.53,9.09,2086.08,250.51,1.45,2.3,2532.54,1152.07
1.47,8.93,2128.61,166.23,1.32,1.34,4462.56,1184.8
8.55,26.67,1625.58,655.46,1.87,6.27,3475.66,1089.23
1.98,4.84,1752.26,228.09,1.1,1.89,1723.43,675.95
2.11,6.9,1986.68,215.25,1.83,1.97,3768.21,1191.07
3.67,13.56,2336.29,376.33,2.88,3.17,3425.83,1217.22
4.36,22.22,2139.66,374.39,1.06,3.39,5522.06,1565.76
3.98,7.69,1946.98,382.26,1.62,3.68,3460.52,853.38
1.6,1.77,2260.5,180.3,2.46,1.58,2524.25,940.82
0.93,1.61,1879.73,115.78,1.06,0.92,3337.47,969.52
0.93,2.32,2661.02,111.95,3.89,0.91,3567.76,971.71
5.4,28.57,1661.64,406.35,2.29,3.86,6057.95,1225.66
2.5,6.96,2682.03,285.5,1.84,2.32,2762.94,1112.74
4.12,11.11,1570.24,398.64,0.56,3.67,4750.81,1300.76
2.54,6.36,2513.16,279.77,1.73,2.38,3812.0,953.35
1.57,0.0,1766.63,185.59,0.78,1.57,3139.04,1078.07
3.38,27.78,1842.55,246.84,1.0,2.44,3282.99,1222.35
1.73,3.88,2489.12,195.73,1.81,1.66,3846.32,1125.48
3.0,0.0,1229.15,346.83,0.0,3.0,2589.97,1429.58
2.4,17.43,2624.23,243.3,7.88,1.98,6600.53,1545.65
5.36,21.74,2293.05,465.68,1.85,4.2,5409.01,1404.8
1.31,2.48,2365.97,163.34,1.23,1.27,3440.05,928.69
3.47,17.39,2198.15,300.5,1.22,2.87,5081.09,1498.71
4.46,22.7,2599.8,408.46,3.12,3.45,7205.74,1448.12
1.34,5.56,2341.89,151.51,1.46,1.27,2564.67,995.45
1.38,7.84,1833.22,140.04,1.75,1.27,2678.41,1044.45
6.57,30.0,1652.11,509.06,2.2,4.6,4548.24,1560.06
2.0,0.0,1239.06,222.39,1.0,2.0,1388.64,791.8
1.31,0.44,2365.18,154.9,1.24,1.31,1922.18,728.67
1.92,9.48,2619.38,195.61,1.19,1.74,4543.34,1192.73
2.83,0.0,1349.57,280.24,2.5,2.83,5701.65,1210.03
0.63,1.01,2653.27,81.51,1.52,0.62,4264.48,1098.0
2.36,3.23,2341.73,263.78,1.52,2.28,2329.15,1012.07
2.16,4.85,2602.82,231.79,1.45,2.06,3114.85,961.68
3.08,10.09,2393.73,308.17,2.34,2.77,4842.39,1137.75
2.81,7.5,2527.84,313.18,1.4,2.6,3250.93,1014.83
1.81,2.04,1619.83,204.44,0.61,1.78,1632.63,600.88
6.33,40.0,1636.12,404.2,2.2,3.8,3642.55,1728.34
2.75,5.88,1695.52,260.88,1.71,2.59,4876.96,1192.42
2.96,13.54,2597.82,304.04,1.26,2.56,3828.57,1331.7
1.54,1.22,2100.29,185.45,1.13,1.52,2125.1,807.23
4.06,22.73,1715.85,336.03,1.73,3.14,3363.75,1260.04
1.35,0.0,2420.42,161.75,1.28,1.35,3234.27,938.74
3.81,17.07,2597.08,365.3,2.01,3.16,4410.5,1256.39
4.0,25.0,1397.22,285.68,2.75,3.0,1631.02,1133.01
7.58,36.64,2596.9,523.26,1.49,4.8,7017.8,1545.82
1.23,1.96,2379.66,150.01,1.58,1.2,4199.01,1031.17
2.09,7.87,2119.09,229.48,1.88,1.93,3393.59,820.37
2.56,8.13,2709.95,265.76,1.77,2.35,4539.35,879.81
2.33,3.57,1766.36,246.81,1.86,2.25,2517.47,964.42
17.0,50.0,1377.46,770.24,4.0,8.5,3913.52,1706.59
4.75,20.0,1484.19,359.83,0.6,3.8,6386.13,1725.93
2.71,6.06,2207.51,283.47,1.61,2.55,4349.02,1354.58
2.02,2.22,1935.51,220.07,1.36,1.98,2872.54,834.61
3.4,9.7,2611.46,352.22,1.56,3.07,2632.06,848.25
5.9,41.18,2138.75,398.63,2.12,3.47,4631.86,1480.89
5.0,33.33,1715.08,369.5,1.0,3.33,3703.51,1476.8
2.4,2.27,1909.8,255.52,1.05,2.34,1795.61,937.9
3.0,7.41,2079.2,303.66,1.7,2.78,3958.76,1196.98
0.0,0.0,1102.68,0.0,0.0,0.0,55.2,840.52
1.92,0.0,1490.87,216.14,0.85,1.92,3229.21,1162.66
1.18,2.91,2546.4,149.93,1.65,1.15,3803.42,981.25
2.71,6.67,1334.65,254.99,1.73,2.53,3401.79,928.04
1.3,0.0,1404.84,153.65,1.15,1.3,1686.08,712.27
2.16,5.93,2628.26,253.58,1.23,2.03,4665.79,1155.59
0.89,0.65,2627.19,125.55,1.4,0.89,3294.37,1208.78
3.84,0.0,1580.41,399.26,1.45,3.84,2226.92,778.49
3.18,0.0,1410.55,347.08,1.24,3.18,3830.0,949.99
2.43,12.5,1744.5,248.64,1.5,2.12,3205.54,1259.93
3.0,0.0,1274.42,315.9,0.2,3.0,2941.28,850.77
2.2,6.38,2645.71,230.13,2.97,2.06,4864.72,1175.66
1.23,3.64,1699.01,136.84,1.09,1.18,2170.51,793.88
1.41,2.0,2482.64,175.72,1.47,1.38,2490.15,773.4
2.0,25.0,1318.38,160.22,0.75,1.5,1851.98,937.03
1.47,6.52,2343.95,172.02,1.1,1.37,3606.41,1203.35
2.49,6.52,2151.14,267.92,1.22,2.33,3400.01,942.46
2.03,5.96,2599.89,225.66,1.8,1.91,3132.52,931.34
1.84,2.9,2082.22,223.61,1.41,1.78,2993.71,946.65
1.21,2.11,1900.5,154.67,0.92,1.18,2777.9,860.0
1.16,3.98,2591.29,156.96,1.0,1.12,4656.66,1316.69
1.41,7.07,2617.41,153.89,3.75,1.31,6604.43,1432.1
1.48,2.05,2359.24,182.71,1.47,1.45,1507.17,728.37
10.36,36.36,1645.74,668.68,0.36,6.59,2769.35,1193.28
1.15,3.32,2590.76,140.61,1.32,1.11,4902.15,1183.5
2.47,6.25,1867.14,318.65,1.97,2.31,3717.59,1201.23
