duo_KillDeathRatio,duo_WinRatio,duo_Wins,duo_Rating,duo_DamagePg,duo_HealsPg,duo_KillsPg,duo_MoveDistancePg,duo_RevivesPg,duo_TimeSurvivedPg,duo_RoundMostKills,duo_WinPoints
1.49,5.0,10,2039.05,185.17,1.52,1.42,2210.88,0.12,827.81,10,2872
0.89,1.2,6,2028.38,114.88,1.51,0.88,2194.01,0.16,724.93,8,2645
0.0,0.0,0,1229.58,165.75,0.0,0.0,9809.85,0.0,1318.12,0,1026
4.0,8.33,1,1530.11,386.0,1.5,3.67,2680.4,0.08,1046.75,11,1249
1.31,0.0,0,1740.7,208.97,1.37,1.31,2985.01,0.12,981.02,7,1447
1.9,11.97,17,2250.52,223.1,2.46,1.68,4809.67,0.32,1261.37,8,8230
1.73,10.11,27,2375.07,200.55,2.22,1.56,5045.73,0.17,1205.71,8,4676
1.3,2.67,2,1932.66,171.86,0.8,1.27,2967.01,0.12,914.82,8,1591
1.91,5.13,4,1794.14,201.29,1.94,1.81,2372.21,0.18,948.21,13,4585
2.6,6.25,1,1506.34,329.53,0.75,2.44,3531.73,0.31,1040.51,10,1229
0.43,0.0,0,1542.27,34.83,1.24,0.43,1904.74,0.19,802.78,2,1298
1.84,1.59,1,1567.07,219.11,1.1,1.81,2512.24,0.17,731.4,12,2296
2.17,3.03,2,1918.51,274.08,2.26,2.11,4009.6,0.21,1088.82,7,3712
2.49,7.29,7,2062.01,295.57,1.69,2.31,3431.6,0.18,959.29,12,3889
2.36,13.27,28,2252.47,246.98,2.39,2.04,3806.36,0.27,1166.08,11,4583
2.54,15.87,20,2093.04,283.88,1.8,2.13,4203.8,0.2,1242.34,9,5844
1.11,3.42,4,1901.04,158.94,1.44,1.07,3048.68,0.09,1029.72,7,2726
4.68,26.21,38,2513.26,407.0,2.19,3.46,3787.29,0.27,1246.78,20,4904
2.67,5.17,3,1871.12,317.25,1.16,2.53,2357.51,0.17,786.55,13,3505
1.18,3.56,10,2250.82,149.71,1.17,1.14,2895.23,0.13,916.83,8,6300
1.17,4.55,4,2230.8,172.36,2.42,1.11,3341.63,0.19,1101.13,7,1852
1.48,4.84,6,2183.95,200.08,1.72,1.41,4114.55,0.18,1006.71,8,1805
2.11,7.14,5,2103.62,248.74,1.81,1.96,3096.93,0.21,939.62,11,1730
1.59,3.33,1,1755.51,191.26,2.03,1.53,6089.05,0.27,1222.52,7,1467
1.65,6.84,8,2254.74,203.54,1.11,1.54,4176.58,0.12,1042.65,9,1882
1.24,8.26,9,2180.62,150.31,1.33,1.14,4769.35,0.12,1007.43,6,1831
1.29,3.96,4,1889.76,162.32,2.19,1.24,3220.84,0.13,1011.79,9,1564
3.5,27.27,6,2013.86,266.75,3.05,2.55,4564.83,0.18,1196.73,10,1679
2.92,14.74,23,2187.27,313.75,1.31,2.49,3748.62,0.23,1286.86,14,6305
1.85,5.12,15,2322.51,240.7,2.33,1.76,3659.58,0.23,1076.15,11,4001
3.59,10.87,5,1898.64,384.47,1.63,3.2,3701.27,0.35,1199.5,11,4172
1.29,3.52,15,2201.5,167.15,1.6,1.24,2515.51,0.12,852.33,11,2931
2.11,0.0,0,1391.06,258.24,2.11,2.11,2227.68,0.67,1118.98,5,1138
2.88,8.11,15,2188.34,328.09,1.89,2.65,3009.55,0.27,938.85,15,5628
1.91,4.08,2,1893.0,249.98,2.78,1.84,4440.79,0.16,1128.21,8,1562
2.13,7.84,4,1857.2,233.85,2.59,1.96,2230.46,0.22,857.64,11,1519
0.67,2.47,2,1711.85,67.56,0.98,0.65,3687.21,0.1,972.97,6,1427
0.7,2.16,5,2157.91,105.4,1.42,0.69,2692.83,0.1,908.65,6,3149
4.58,13.48,12,1909.38,454.86,3.17,3.97,3084.8,0.15,971.92,22,4555
1.64,6.74,6,1923.87,199.52,1.92,1.53,3547.24,0.1,1097.56,8,5756
1.5,3.03,1,1978.95,221.71,2.27,1.45,4003.76,0.3,1038.3,5,1652
2.28,10.94,7,2079.23,256.21,2.34,2.03,3113.78,0.2,886.16,10,1711
3.0,0.0,0,1216.37,297.95,1.5,3.0,3376.58,0.5,889.61,6,1007
1.18,1.34,2,2190.78,179.21,2.05,1.16,3023.25,0.11,934.76,6,1819
1.32,3.85,3,2125.27,154.57,1.5,1.27,2691.74,0.14,797.58,6,1762
1.81,8.51,4,2154.59,210.85,2.81,1.66,4331.75,0.26,1308.1,8,1790
2.1,10.75,10,2274.06,243.97,2.16,1.87,3927.64,0.25,1131.86,10,1881
1.0,0.0,0,1227.47,121.14,0.0,1.0,7607.22,0.0,1390.99,1,1023
1.0,0.0,0,1288.4,183.21,2.67,1.0,5432.66,0.0,1517.12,2,2134
2.8,12.28,7,2134.37,303.32,2.09,2.46,3397.67,0.18,1222.6,10,1769
4.0,10.0,2,1467.34,403.51,1.0,3.6,1782.82,0.15,929.75,16,1183
1.75,0.0,0,1581.82,232.09,1.7,1.75,3432.76,0.4,1202.96,9,1310
1.42,4.39,5,1904.21,171.81,2.07,1.36,2247.11,0.2,796.06,11,2610
1.53,2.21,5,1930.23,188.61,1.5,1.5,2266.87,0.17,763.91,16,2600
2.42,9.21,7,2001.45,285.45,1.72,2.2,3723.57,0.16,1135.02,11,3929
2.66,17.3,32,2644.03,307.86,2.61,2.2,4716.88,0.11,1436.39,11,2224
0.89,1.66,4,2152.81,128.7,1.04,0.88,2618.91,0.15,867.6,7,2796
1.83,21.62,8,2045.57,159.01,2.59,1.43,3224.96,0.14,1103.87,5,1718
2.96,10.19,11,2356.91,336.04,2.32,2.66,4894.06,0.13,1300.61,11,3012
1.8,6.63,11,1950.74,212.8,2.75,1.68,3579.04,0.17,1018.84,11,6830
3.53,17.91,12,2128.28,317.81,1.52,2.9,3679.82,0.28,1109.38,12,4308
4.32,15.56,7,1827.56,402.04,2.4,3.64,3403.6,0.18,979.93,12,1488
2.33,16.67,15,2446.42,248.21,1.59,1.94,7235.05,0.17,1375.86,9,2052
2.68,17.72,14,2047.06,260.67,2.77,2.2,4057.37,0.25,1233.96,8,4253
0.63,1.36,4,1966.8,101.97,0.88,0.62,2711.45,0.11,848.52,9,2641
0.94,4.0,5,1903.76,122.59,1.82,0.9,3671.78,0.16,1027.39,6,1580
7.5,33.33,1,1396.24,594.81,1.0,5.0,4417.17,0.0,1325.4,8,1150
1.24,2.86,1,1611.64,159.1,1.6,1.2,2747.66,0.09,958.39,8,1339
1.52,10.71,3,2157.55,204.98,4.64,1.36,4568.5,0.29,1488.67,7,1816
1.83,7.77,8,2135.96,256.93,2.0,1.69,4986.09,0.18,1237.51,14,3264
0.93,1.96,2,1976.28,125.29,3.94,0.91,4156.44,0.12,1027.13,9,1656
1.26,1.69,1,1598.28,182.47,2.27,1.24,2248.82,0.31,802.0,6,1303
1.2,1.61,3,2122.87,161.0,1.88,1.18,2491.07,0.09,843.82,10,1757
3.03,4.62,3,2034.99,322.96,2.48,2.89,2474.04,0.25,934.18,9,1654
1.46,10.32,16,2226.57,192.23,3.2,1.31,4685.05,0.17,1285.14,7,5625
1.81,7.5,3,1959.6,202.01,1.78,1.68,3489.76,0.12,1080.49,9,1625
3.54,7.18,13,2208.83,410.62,2.2,3.28,2619.37,0.27,810.3,14,1769
1.97,5.18,13,2272.17,257.73,1.9,1.86,3526.02,0.16,1013.79,11,7943
1.42,4.14,6,2046.64,198.52,1.1,1.36,2558.76,0.17,851.55,7,1691
2.95,5.28,16,2232.61,328.12,1.55,2.8,2580.75,0.22,814.42,17,4286
2.75,18.18,8,2184.29,281.78,2.61,2.25,2664.54,0.18,1185.86,9,1813
1.02,2.44,3,2157.54,151.9,1.59,1.0,3321.66,0.15,1053.11,5,1794
2.91,15.66,26,2352.03,324.47,2.9,2.45,5430.27,0.2,1305.93,13,5245
2.05,12.5,3,1665.45,236.23,2.12,1.79,2613.4,0.21,815.16,9,1369
2.07,4.44,2,1885.56,277.39,1.71,1.98,4347.8,0.16,1127.96,8,1550
2.33,8.33,3,2112.88,262.23,2.08,2.14,4086.4,0.31,1171.24,10,1748
2.18,12.0,3,1749.6,285.48,1.32,1.92,4738.94,0.12,1286.11,8,1450
1.52,8.33,3,2014.24,183.54,2.67,1.39,4392.41,0.22,1354.27,7,1683
0.95,2.8,6,2011.05,132.27,1.71,0.93,2734.86,0.15,789.71,5,1654
3.51,12.24,6,2043.22,327.91,1.55,3.08,2878.41,0.16,843.15,15,1670
1.52,3.76,8,2105.75,200.06,1.16,1.46,3316.67,0.16,946.28,10,5553
1.26,2.38,4,2151.91,155.62,1.72,1.23,2977.99,0.15,992.31,7,4504
1.05,0.89,1,1959.29,136.34,1.94,1.04,2328.64,0.12,778.95,7,2691
1.73,4.71,4,1932.11,227.38,1.67,1.65,2622.87,0.18,1032.4,8,2771
1.33,2.02,2,2018.43,166.73,1.8,1.3,2739.14,0.08,952.16,8,2650
1.58,0.0,0,1842.85,209.32,1.94,1.58,3678.58,0.16,1036.36,5,1516
1.78,8.79,8,1951.21,229.51,2.63,1.63,3906.0,0.18,995.74,11,1610
1.29,1.97,3,1960.64,170.71,1.61,1.26,3568.73,0.1,978.98,8,1619
2.04,6.82,6,2001.28,267.91,2.81,1.9,4039.51,0.15,1182.21,10,2806
1.26,1.58,3,2099.87,158.22,1.99,1.24,2472.73,0.17,841.02,8,1719
1.12,3.57,3,2043.08,153.64,1.37,1.08,2164.46,0.15,934.53,8,1700
3.72,9.57,9,2206.42,412.9,2.0,3.36,3143.08,0.19,916.03,18,3964
0.23,6.15,4,1833.39,33.86,1.26,0.22,3751.14,0.09,1133.34,3,2632
1.75,7.0,17,2479.28,210.35,3.29,1.63,4459.69,0.17,1092.08,13,4565
1.15,2.3,4,1761.76,152.7,1.9,1.12,3428.65,0.17,1007.79,8,3858
0.75,3.39,4,2056.34,91.71,1.62,0.73,2837.49,0.11,940.48,8,1734
1.55,7.18,14,2383.22,192.49,1.75,1.44,4164.89,0.14,1119.9,8,1984
2.62,13.33,6,2212.6,280.89,1.67,2.27,4114.88,0.24,1075.34,9,1828
2.79,7.98,13,1979.35,324.02,1.92,2.57,4035.87,0.26,832.15,15,3102
1.5,1.36,2,1894.28,201.5,2.26,1.48,2674.96,0.14,883.05,8,1562
1.33,1.64,1,1546.9,165.11,2.16,1.31,2089.52,0.2,889.3,9,1278
1.3,8.0,2,1765.8,156.68,1.28,1.2,3329.95,0.08,1107.18,7,1454
1.15,3.05,9,2000.15,147.02,2.51,1.11,2962.89,0.17,899.14,8,4492
1.49,1.03,1,1976.32,200.82,2.87,1.47,2382.86,0.18,927.4,7,2602
1.99,5.29,9,2323.56,217.54,1.74,1.88,3232.79,0.21,977.81,11,1920
1.36,5.22,7,2227.42,175.94,1.49,1.29,4538.04,0.16,1185.18,7,4084
1.55,3.52,5,2220.01,194.07,2.14,1.49,2348.03,0.15,884.41,12,1835
0.67,0.0,0,1463.24,112.76,1.27,0.67,3737.94,0.13,1047.84,3,1228
1.36,3.06,3,1915.12,161.7,1.52,1.32,2907.1,0.21,967.23,7,2536
1.29,5.45,9,2278.39,173.37,1.7,1.22,3016.05,0.19,1058.16,8,4603
2.75,11.11,1,1574.08,251.09,2.44,2.44,5137.36,0.33,1206.05,8,1302
2.95,12.11,39,2410.23,312.54,2.61,2.59,4437.97,0.2,1224.69,12,5821
3.14,12.16,18,2310.8,347.84,1.28,2.76,3899.36,0.19,1103.16,15,4245
0.92,3.03,3,2066.39,120.72,1.69,0.89,3353.88,0.12,1015.94,6,2712
1.29,1.91,3,1818.04,176.04,1.71,1.27,2212.96,0.08,755.77,7,2479
1.83,2.7,2,2195.56,207.46,1.39,1.78,3145.42,0.23,1001.44,8,1808
6.0,33.33,1,1354.84,443.88,1.33,4.0,5441.18,1.0,1388.39,6,1126
1.54,1.33,1,1841.48,195.7,1.11,1.52,2910.34,0.16,847.53,10,1521
6.67,37.5,27,2462.98,495.0,1.94,4.17,4802.36,0.4,1478.2,17,4949
1.22,8.76,12,2142.12,151.93,1.55,1.12,3807.95,0.18,1097.98,6,4263
1.25,4.76,1,1407.11,144.13,0.57,1.19,1709.6,0.19,698.69,5,2187
1.2,12.16,9,2222.63,173.73,5.27,1.05,4914.95,0.15,1270.64,6,1871
4.59,14.74,23,2216.26,471.26,1.83,3.92,3814.84,0.25,1172.13,15,3200
2.33,10.0,1,1424.38,271.53,3.0,2.1,6226.29,0.3,1261.15,5,2359
1.5,8.57,3,1722.47,200.26,0.74,1.37,3436.18,0.17,991.97,7,3541
1.75,11.11,1,1625.99,199.34,1.89,1.56,4905.98,0.22,1385.74,4,1374
1.42,4.76,5,2125.03,175.52,1.54,1.35,2518.92,0.19,797.13,8,1755
0.82,4.2,20,2350.58,117.16,2.43,0.78,3963.82,0.13,1049.79,6,3202
1.52,6.67,3,2108.66,189.66,1.96,1.42,5200.01,0.16,1297.7,6,2779
3.5,9.38,6,2193.32,359.35,3.3,3.17,2601.23,0.38,981.36,16,2802
1.15,18.75,3,1563.32,111.74,0.56,0.94,5478.72,0.12,1311.94,4,1325
1.79,2.03,3,2119.24,227.64,1.89,1.76,2765.35,0.14,926.83,10,2734
1.17,0.0,0,1529.47,160.34,1.74,1.17,2699.71,0.11,901.97,12,2427
1.62,8.64,7,2005.68,183.25,1.84,1.48,2668.46,0.28,943.16,7,3801
4.17,50.0,6,1653.97,288.24,0.83,2.08,5871.44,0.17,1506.23,6,2630
1.06,4.6,4,2185.42,132.15,1.61,1.01,3949.96,0.15,1048.66,5,1835
3.8,23.37,43,2444.12,362.85,2.11,2.91,5955.94,0.19,1428.51,16,5851
0.66,4.27,5,2124.91,116.72,1.64,0.63,4640.91,0.12,1227.15,6,4152
1.84,4.12,4,2108.87,226.93,0.97,1.76,3293.74,0.12,891.7,11,1732
1.88,10.94,21,2190.99,212.13,2.72,1.67,3602.35,0.19,1123.48,10,4451
1.8,10.39,16,2149.8,208.96,2.25,1.61,3032.31,0.18,1086.79,9,4661
2.38,11.86,7,2212.69,258.6,2.07,2.1,4766.81,0.32,1148.5,11,1844
0.73,3.06,7,2221.12,103.03,1.97,0.7,2615.56,0.13,840.59,8,4392
1.64,4.35,1,1777.74,238.29,3.13,1.57,3670.45,0.13,1116.86,6,1469
3.04,17.78,16,2177.32,315.6,2.01,2.5,5492.75,0.18,1435.87,12,4086
1.39,6.67,6,2080.91,166.02,1.07,1.3,3272.51,0.09,1021.38,7,2720
2.14,0.0,0,1701.9,226.51,1.5,2.14,2806.04,0.14,933.41,9,1401
1.39,2.35,4,2076.09,190.61,1.66,1.35,4372.12,0.22,1065.49,7,2735
0.86,0.0,0,1582.9,146.46,1.36,0.86,2724.67,0.07,872.88,4,1326
2.21,6.92,9,2245.7,284.87,1.12,2.05,4535.97,0.19,1245.57,8,1856
1.24,6.12,3,2266.46,156.43,1.84,1.16,4518.87,0.22,1058.7,6,1905
2.55,9.62,15,2203.68,300.81,2.67,2.3,4244.13,0.13,1107.69,14,4531
1.99,5.17,6,2188.96,251.16,1.68,1.89,2815.91,0.16,892.84,14,1794
3.09,7.24,11,2100.78,340.13,2.69,2.86,2906.98,0.26,847.53,13,2882
2.0,20.0,2,1471.27,237.25,2.3,1.6,4958.42,0.3,1329.38,4,1233
1.57,5.26,4,1773.14,221.66,1.46,1.49,3522.93,0.22,1129.06,9,2944
1.73,7.3,10,2449.65,210.88,2.39,1.61,4655.17,0.26,1173.33,10,3115
2.25,16.28,14,2371.32,278.03,3.36,1.88,7860.46,0.26,1590.02,7,1992
1.96,2.91,3,2275.12,249.16,3.39,1.9,3711.69,0.15,977.47,8,1880
1.31,4.55,5,1968.18,168.97,1.65,1.25,3397.22,0.16,940.74,7,5000
0.78,2.97,10,2346.2,106.84,1.62,0.75,3438.31,0.18,957.56,5,3011
1.39,3.49,3,1920.44,174.9,1.36,1.34,3275.15,0.16,983.89,9,1592
2.16,15.79,6,1791.8,264.28,2.71,1.82,3037.33,0.11,1186.77,8,2664
0.7,6.52,3,1853.03,85.07,0.76,0.65,2549.68,0.07,876.99,4,1554
2.21,2.94,1,1769.48,253.03,2.38,2.15,2640.15,0.21,908.69,12,1447
1.81,5.49,9,2162.74,221.46,1.6,1.71,3635.02,0.25,972.79,11,1790
2.05,13.48,12,2242.94,247.58,2.3,1.78,4663.78,0.26,1310.29,8,1887
1.27,5.33,4,1873.48,163.19,1.16,1.2,3342.25,0.17,917.25,7,1558
0.57,0.0,0,1351.78,80.49,3.86,0.57,5776.24,0.0,1084.65,1,2125
1.08,6.32,6,2228.71,138.95,1.11,1.01,4288.17,0.12,1050.4,8,1860
1.18,1.03,1,2035.91,148.74,2.02,1.16,3450.93,0.16,1001.1,6,1700
2.33,0.0,0,1271.16,268.09,3.0,2.33,3362.86,0.33,1316.44,5,1056
2.65,13.66,22,2203.07,291.66,2.45,2.29,4019.05,0.27,1154.02,10,7192
4.59,26.59,71,2493.96,413.98,2.55,3.37,5283.12,0.26,1428.88,13,2065
0.67,0.0,0,1199.18,187.89,0.33,0.67,1128.77,0.33,805.07,1,996
27.25,66.67,8,1952.91,905.36,2.42,9.08,8307.58,0.33,1652.48,20,2814
10.5,50.0,2,1521.4,536.46,1.75,5.25,3827.68,1.0,1576.98,8,2260
2.15,10.0,9,2239.21,251.93,2.43,1.93,4444.01,0.14,1325.77,7,3187
4.06,26.79,56,2320.02,369.0,3.11,2.97,6340.85,0.19,1500.3,11,4844
2.44,11.11,8,2130.7,260.68,2.67,2.17,2948.51,0.19,934.72,9,1763
1.11,3.85,3,2048.27,143.48,1.4,1.06,2865.41,0.13,985.4,6,1717
2.84,6.56,4,2120.03,323.91,2.57,2.66,3874.89,0.3,1120.57,15,3899
6.03,17.14,6,2015.5,518.8,1.2,5.0,3151.67,0.26,956.0,19,1646
0.9,7.59,6,1932.68,94.52,1.75,0.84,4981.8,0.13,1291.65,6,2934
1.59,5.56,4,1889.7,198.05,2.21,1.5,3921.06,0.21,960.7,8,1564
2.68,14.55,8,2027.71,268.04,1.73,2.29,4625.07,0.27,1225.1,9,2979
4.32,27.91,12,2140.76,402.0,1.95,3.12,5005.99,0.26,1417.78,11,3287
2.07,6.67,3,1952.04,253.68,1.02,1.93,4246.16,0.18,1126.72,13,3617
1.82,3.55,6,2266.39,213.28,2.1,1.76,3391.89,0.28,946.58,10,3970
4.0,0.0,0,1234.71,697.3,1.0,4.0,4207.54,0.0,1631.34,4,1026
1.52,2.38,4,1850.85,210.92,1.6,1.49,2972.21,0.2,895.52,12,4785
1.29,5.83,7,2056.73,174.45,2.32,1.22,4416.61,0.14,1125.81,6,2702
0.86,1.67,2,1770.23,130.04,1.04,0.85,2361.99,0.08,905.88,9,1480
1.03,2.0,2,1739.71,152.78,1.91,1.01,2553.24,0.17,920.1,6,1431
1.24,5.62,9,1976.8,174.27,2.26,1.17,3076.21,0.18,1080.21,8,3097
0.66,0.0,0,1576.96,81.91,1.29,0.66,3097.35,0.1,1106.99,4,1320
0.99,3.66,3,2048.71,138.59,1.29,0.95,2386.1,0.11,902.74,7,1702
1.6,7.14,11,2070.23,192.56,2.45,1.49,4388.79,0.23,1026.96,9,3331
2.0,5.71,2,1956.89,245.58,1.83,1.89,2639.11,0.11,867.14,12,2654
2.28,13.89,15,2415.05,240.73,3.39,1.96,5275.03,0.33,1384.88,11,4483
0.83,0.0,0,1564.42,140.0,2.5,0.83,5735.59,0.28,1354.71,4,2325
0.78,9.23,6,1915.32,101.76,2.25,0.71,4392.54,0.2,1133.24,7,2919
1.63,10.14,7,2223.3,195.15,3.55,1.46,4497.6,0.14,1176.72,7,1863
1.78,7.5,6,1859.38,234.75,2.25,1.65,3152.53,0.19,1010.05,9,3624
0.89,2.13,1,1336.75,113.36,0.87,0.87,2444.35,0.17,765.23,4,2132
0.72,4.17,6,2342.65,119.55,1.28,0.69,3593.69,0.15,1147.65,4,2974
2.06,8.82,3,2167.82,243.15,2.59,1.88,3630.55,0.35,1245.11,7,3803
1.2,0.0,0,1322.86,169.88,3.6,1.2,4647.54,0.2,1166.8,3,1111
3.22,12.36,22,2282.09,324.0,1.93,2.83,2880.62,0.27,958.72,17,3041
1.04,0.0,0,1902.89,139.14,2.51,1.04,3511.41,0.13,957.68,7,1576
1.16,4.26,4,2212.95,149.92,2.09,1.11,3569.84,0.15,1104.79,6,1845
3.56,11.11,6,2273.68,366.01,2.81,3.17,3026.24,0.22,968.98,11,4053
1.02,1.65,2,2186.33,141.36,1.56,1.0,3765.67,0.12,967.52,7,1826
1.01,1.83,4,2248.67,147.54,1.06,0.99,3107.1,0.09,952.82,11,1875
1.16,1.9,2,2054.22,156.4,1.8,1.13,3733.88,0.08,1013.05,10,3848
2.48,9.5,21,2320.22,326.75,3.02,2.24,2983.58,0.26,1245.88,11,4750
1.07,2.38,1,2021.94,121.49,2.31,1.05,3380.76,0.24,975.56,7,1679
1.55,2.38,2,2038.65,198.33,1.58,1.51,3871.55,0.25,947.12,8,1685
2.18,5.8,8,2167.1,277.53,3.88,2.05,3363.85,0.23,996.81,14,3192
1.46,5.48,4,2016.33,177.98,1.49,1.38,4110.12,0.12,1074.47,6,1674
1.14,4.84,6,2138.56,136.81,2.31,1.09,3514.72,0.15,1008.89,5,1770
2.15,8.89,4,2056.08,242.95,1.89,1.96,3979.69,0.22,1030.07,13,1703
1.0,0.0,0,1291.44,78.53,0.25,1.0,2805.12,0.25,855.46,3,1079
1.2,4.08,4,2094.82,144.19,1.02,1.15,3273.04,0.13,1028.06,8,1751
0.76,0.86,2,1594.35,122.14,0.85,0.75,2446.41,0.09,834.32,10,2386
2.36,8.02,15,2061.59,227.57,1.3,2.17,2566.83,0.14,1006.58,10,4204
1.92,3.7,1,1850.1,214.98,1.19,1.85,3373.09,0.15,1303.91,6,1536
0.81,3.03,2,1767.58,102.07,1.17,0.79,4045.41,0.09,1054.82,4,1495
3.71,29.73,33,2235.42,345.94,2.99,2.6,6533.43,0.18,1432.16,11,3890
0.95,3.73,5,2047.89,134.31,1.26,0.91,4185.98,0.16,1171.85,9,3026
1.39,6.11,8,2220.36,170.18,1.59,1.31,3937.79,0.22,989.72,9,1844
2.01,9.15,15,2495.7,245.31,2.94,1.83,6128.27,0.21,1336.6,10,3230
1.29,1.17,2,1856.04,165.46,1.67,1.27,2853.01,0.13,885.29,10,1513
2.17,3.8,3,2170.2,269.31,1.44,2.09,3801.29,0.16,1079.31,11,2968
0.81,3.64,2,1852.67,120.53,1.38,0.78,2644.57,0.11,881.38,4,2537
1.77,12.21,16,2355.67,216.0,3.15,1.56,6106.89,0.2,1420.38,10,3268
1.93,0.0,0,1712.73,243.55,2.68,1.93,4146.87,0.32,1108.97,6,1408
0.88,0.0,0,2139.38,137.99,1.48,0.88,3582.24,0.15,968.0,6,1790
3.32,20.83,5,1960.49,331.58,1.62,2.62,4190.42,0.12,1185.92,10,1624
3.06,10.61,19,2251.81,336.79,2.46,2.73,4273.34,0.21,1214.76,13,6806
0.82,0.74,2,1974.38,122.68,2.3,0.81,3749.48,0.1,999.12,7,1642
1.65,2.76,4,2139.66,197.43,1.92,1.6,3098.63,0.13,963.53,15,2966
1.63,6.1,10,2186.98,202.98,1.61,1.53,2798.47,0.18,889.86,10,2816
2.6,11.76,6,1833.66,303.53,3.06,2.29,4402.22,0.31,1254.82,9,2768
2.48,12.0,6,1770.35,283.23,2.14,2.18,3375.94,0.22,1043.71,8,2549
0.95,1.93,4,2148.87,117.87,1.38,0.93,3993.41,0.07,917.97,7,1790
1.22,2.35,2,1887.7,161.28,1.65,1.19,3807.03,0.2,1014.8,8,1557
3.47,11.76,6,2243.2,370.64,2.61,3.06,3201.01,0.31,1131.56,11,3075
0.9,0.0,0,1496.1,180.79,3.0,0.9,5038.38,0.1,1368.28,2,1259
1.35,2.38,2,1944.27,183.14,1.75,1.32,3450.2,0.14,1027.76,8,3598
1.12,4.67,7,2177.66,138.75,2.74,1.07,3825.9,0.17,1112.2,7,4192
1.53,5.03,10,2325.66,190.89,1.66,1.45,3365.31,0.12,1074.39,11,1935
1.53,7.69,5,1924.3,192.17,1.49,1.42,5646.48,0.28,1186.81,8,3964
1.46,4.81,9,2282.64,183.1,2.55,1.39,3446.51,0.19,973.68,8,3938
1.67,3.12,6,2255.16,199.38,1.53,1.61,2635.57,0.15,914.19,10,1848
4.42,20.0,3,1740.94,404.39,1.13,3.53,2464.38,0.33,1043.16,16,2433
1.5,0.0,0,1271.65,195.07,1.5,1.5,1284.3,0.0,704.47,5,2025
3.14,14.0,14,2219.0,353.15,3.04,2.7,4532.8,0.24,1298.69,10,4512
1.6,7.89,3,1675.14,198.82,1.63,1.47,3635.25,0.13,1147.09,6,1393
1.01,3.61,12,2305.16,132.83,2.42,0.98,4098.71,0.16,1100.47,9,1917
1.5,5.38,7,1796.54,192.59,2.08,1.42,4355.37,0.2,1111.78,9,4136
3.0,23.91,22,2525.28,291.54,3.27,2.28,3844.58,0.22,1409.04,9,3569
2.82,15.25,27,2122.36,304.37,2.37,2.39,4706.71,0.18,1193.86,11,4005
1.27,7.27,4,2034.92,141.95,3.35,1.18,3655.8,0.24,1028.33,5,3930
7.09,49.43,43,2434.82,418.32,7.15,3.59,7246.7,0.29,1640.88,9,4843
1.18,7.61,7,2044.12,144.81,2.46,1.09,4574.76,0.17,1168.97,8,3194
5.37,14.58,14,2116.72,548.7,2.32,4.58,4315.23,0.22,1180.32,14,1740
1.99,7.03,9,2252.68,225.04,2.23,1.85,4495.58,0.11,1129.53,8,4598
0.94,7.69,7,2200.42,112.88,2.11,0.87,4843.57,0.19,1193.53,5,1846
1.36,5.05,5,1986.06,169.4,0.92,1.29,3189.18,0.15,1043.54,8,1647
1.31,2.04,3,2070.49,178.79,1.53,1.29,3568.69,0.07,1115.67,8,3119
1.59,2.58,7,1933.89,219.67,2.01,1.55,3584.79,0.21,908.94,12,7381
1.48,4.9,7,2216.16,187.48,1.95,1.41,2976.31,0.13,1030.34,9,1832
2.44,5.88,1,1781.72,267.27,2.76,2.29,3895.85,0.41,1188.05,9,1469
1.36,1.69,1,1759.26,161.64,1.97,1.34,3392.81,0.15,1125.79,11,1461
4.67,30.77,4,1623.39,339.87,2.77,3.23,4519.42,0.08,1239.79,8,1348
1.31,3.91,5,2106.76,183.22,1.36,1.26,2429.59,0.18,882.64,9,1756
2.74,0.0,0,1600.75,313.91,1.48,2.74,3390.13,0.17,1045.58,7,2379
13.0,42.86,3,1716.52,961.31,2.71,7.43,5623.61,0.0,1700.84,12,1408
1.73,2.7,4,1942.2,223.14,1.55,1.68,3042.62,0.16,847.24,8,3865
0.97,3.67,9,2381.13,126.36,2.02,0.93,4366.29,0.18,1256.48,6,1989
1.67,0.0,0,1612.03,199.31,1.25,1.67,2554.64,0.18,894.93,10,2285
1.57,0.0,0,1381.51,179.44,0.57,1.57,3603.57,0.14,1109.35,6,1144
2.42,11.36,20,2469.17,292.93,3.84,2.14,5839.42,0.19,1441.74,15,3451
0.62,3.06,3,2090.43,88.95,1.83,0.6,1819.4,0.28,931.76,5,1753
1.42,4.15,9,2238.51,179.9,1.57,1.36,2402.94,0.15,911.12,7,2951
0.98,8.26,10,2161.91,136.07,1.88,0.9,4492.24,0.12,1116.79,8,2808
0.99,1.57,2,2280.29,141.29,1.53,0.98,2649.5,0.15,889.57,8,1892
2.81,12.9,4,2028.25,306.49,1.87,2.45,3067.59,0.19,1013.1,11,1661
2.11,4.69,3,2139.55,265.81,2.56,2.02,5861.46,0.22,1267.92,11,1774
1.25,4.29,3,2063.42,159.5,1.7,1.2,3392.13,0.11,1009.99,10,2731
1.41,3.62,5,2193.23,180.35,1.36,1.36,3504.96,0.2,1005.15,7,1819
1.65,4.74,10,2321.9,229.83,1.9,1.57,4331.77,0.14,1085.33,11,2994
1.5,4.76,5,2162.78,186.88,1.98,1.43,3210.37,0.17,1075.43,10,1792
