duo_KillDeathRatio,duo_WinRatio,duo_Wins,duo_Rating,duo_DamagePg,duo_HealsPg,duo_KillsPg,duo_MoveDistancePg,duo_RevivesPg,duo_TimeSurvivedPg,duo_RoundMostKills,duo_WinPoints
2.69,13.46,7,2333.43,272.81,2.19,2.33,3843.28,0.13,1121.71,13,1920
1.55,2.67,5,2303.16,213.69,1.56,1.51,3662.17,0.14,1044.23,10,1900
5.56,32.92,106,2653.84,474.38,2.73,3.73,6491.48,0.19,1390.83,18,5315
4.5,17.18,28,2234.84,438.02,2.48,3.73,3629.81,0.16,1132.77,15,4382
2.23,7.69,4,2080.8,260.52,1.37,2.06,2624.13,0.17,1170.43,14,1721
1.41,8.33,2,1774.59,204.8,1.79,1.29,5371.94,0.08,1333.48,4,4759
5.08,17.24,5,1966.64,414.86,1.97,4.21,2902.85,0.21,1027.05,20,2659
2.43,6.67,5,1768.91,287.55,1.39,2.27,3360.24,0.08,933.1,11,3675
1.96,3.85,1,1627.42,248.46,2.5,1.88,3437.14,0.19,1042.81,12,2345
2.78,11.38,19,2249.34,333.12,3.04,2.46,3419.34,0.31,1108.15,14,1855
2.56,12.73,7,2316.69,250.66,2.71,2.24,3306.34,0.25,1196.61,10,1913
4.34,29.01,114,2649.3,361.75,2.87,3.08,6080.21,0.23,1341.41,15,6088
1.9,2.92,4,2230.72,226.71,3.54,1.85,3369.37,0.12,1096.2,9,3965
1.99,11.9,10,2291.37,210.02,1.89,1.75,3865.29,0.23,1026.59,9,1895
0.95,2.12,4,2108.08,116.98,2.87,0.93,3334.72,0.12,921.57,7,2726
2.72,14.29,10,2174.04,307.82,2.1,2.33,4951.74,0.14,1162.16,12,2873
2.52,10.64,53,2502.94,294.88,2.99,2.25,3048.56,0.21,1089.99,12,2077
4.81,20.0,4,1822.96,434.62,2.55,3.85,4845.25,0.3,1406.87,8,1490
3.22,9.86,41,2506.31,347.8,3.01,2.9,4250.28,0.26,1142.65,15,2056
1.86,8.51,4,2072.91,228.27,1.02,1.7,3471.28,0.09,986.24,9,1711
1.68,4.29,7,2325.39,215.48,2.04,1.61,3766.4,0.14,1119.21,10,4075
2.04,6.9,2,1977.99,208.44,1.69,1.9,4743.49,0.14,1158.34,10,1636
2.4,0.0,0,1300.82,344.15,0.4,2.4,5072.56,0.2,1180.75,5,1075
2.16,14.0,21,2347.97,266.45,4.19,1.85,6102.11,0.18,1390.62,8,4667
3.1,14.12,12,2328.79,361.27,2.28,2.66,3996.93,0.19,1033.99,12,3171
1.23,2.89,5,2195.09,160.12,1.55,1.19,3408.62,0.16,950.59,6,1819
2.69,19.23,10,1912.72,279.68,0.88,2.17,4494.21,0.17,1352.11,9,4075
4.12,23.81,5,1935.44,381.03,2.62,3.14,6160.93,0.1,1302.03,8,2817
1.17,2.07,5,2206.77,150.32,1.6,1.15,2967.11,0.1,933.26,8,1836
1.39,5.88,7,2194.21,169.6,1.68,1.31,3057.3,0.2,1065.45,7,3120
2.54,18.7,66,2636.04,291.6,2.68,2.07,5860.2,0.09,1442.23,13,5435
2.11,0.0,0,1417.37,323.41,3.67,2.11,4705.97,0.33,1194.36,6,2199
1.2,1.89,5,2138.31,149.91,1.66,1.18,2187.76,0.15,790.61,8,1759
1.81,5.81,9,2164.38,230.49,1.57,1.7,4194.64,0.23,1058.81,12,1799
1.41,3.21,6,2413.23,184.6,1.65,1.36,3481.1,0.16,960.86,7,2009
1.25,0.0,0,1294.58,134.7,0.75,1.25,4741.1,0.0,1314.53,3,1080
2.78,11.34,11,2174.55,293.6,1.65,2.46,3707.85,0.25,1101.06,10,4326
2.61,13.85,18,2358.04,291.82,2.16,2.25,4124.32,0.2,1130.22,12,3059
4.15,18.75,3,1860.81,355.39,3.31,3.38,4882.99,0.19,1271.45,9,1529
2.71,8.16,8,2332.3,310.03,1.78,2.49,4530.8,0.17,1131.54,13,1914
2.5,16.67,2,1621.66,217.64,4.0,2.08,2484.18,0.17,767.32,8,1355
1.23,2.44,11,2425.94,153.4,2.44,1.2,3195.46,0.13,907.78,9,2017
2.58,14.58,21,2511.84,277.65,1.84,2.2,6040.92,0.14,1242.12,10,3528
5.0,100.0,1,1384.12,597.38,3.0,5.0,4584.66,0.0,1875.15,5,1165
2.37,2.56,1,1989.12,287.24,2.41,2.31,4454.1,0.26,1213.02,8,1634
1.47,3.66,3,1955.04,184.15,1.23,1.41,4611.18,0.18,1157.57,6,3985
1.82,9.52,4,1948.93,197.44,1.24,1.64,4107.99,0.1,1073.77,10,1625
4.87,37.5,9,2210.5,344.52,3.42,3.04,5592.97,0.54,1563.12,10,3183
1.83,2.7,1,1624.2,221.59,1.84,1.78,2530.94,0.14,791.4,6,1323
4.7,34.78,16,2410.91,435.01,2.76,3.07,6971.95,0.2,1444.04,10,5233
1.18,4.27,14,2478.62,157.97,2.05,1.12,5112.41,0.16,1211.65,8,2073
3.3,11.54,3,1632.2,351.41,2.54,2.92,4112.74,0.19,1172.82,12,2634
4.03,23.91,22,2653.88,350.13,3.34,3.07,6591.18,0.36,1387.6,13,2205
1.35,3.12,1,1578.97,176.88,1.88,1.31,3006.61,0.12,802.76,6,1298
4.38,22.33,23,2354.13,393.0,3.26,3.4,3472.37,0.36,1179.52,12,4629
5.07,30.0,6,1736.59,401.23,2.7,3.55,5563.64,0.25,1367.91,9,2854
2.28,17.14,6,2141.28,276.58,2.91,1.89,4840.95,0.17,1124.37,8,2853
2.75,7.69,1,1571.51,274.33,1.69,2.54,2168.47,0.08,860.24,9,1293
3.31,13.64,21,2268.71,356.23,2.52,2.86,3030.33,0.25,979.12,10,2916
2.16,7.46,27,2247.18,252.17,2.29,2.0,4166.23,0.21,1173.13,13,3010
1.98,8.6,8,2163.99,239.76,1.63,1.81,3052.05,0.24,1214.53,9,3969
2.0,5.0,7,2169.12,249.04,1.38,1.9,2234.67,0.14,854.29,13,1789
2.28,12.95,47,2519.0,259.48,2.06,1.98,4275.27,0.23,1229.98,12,3311
5.5,0.0,0,1275.18,616.11,2.5,5.5,4899.6,0.0,1448.16,8,1050
2.61,7.69,3,1886.92,251.2,2.03,2.41,4187.69,0.13,1209.01,11,2608
1.64,5.36,3,2250.04,216.07,3.05,1.55,4392.09,0.27,1148.68,7,1872
2.21,6.33,15,2414.16,261.63,2.33,2.07,2986.55,0.22,873.27,12,2967
1.5,1.8,2,1656.97,199.41,1.74,1.47,2236.35,0.17,883.93,8,2550
2.71,15.29,13,2334.18,286.65,2.01,2.29,4181.69,0.2,1143.79,11,1937
1.19,5.06,4,2152.81,138.33,1.29,1.13,3387.8,0.13,1128.48,6,2859
6.54,31.58,6,2031.98,485.58,4.26,4.47,3238.27,0.11,1059.09,13,2811
3.11,5.0,1,1464.95,371.89,1.45,2.95,2711.69,0.2,809.98,8,2209
2.54,20.0,6,1831.1,272.97,2.07,2.03,4590.05,0.27,1341.84,7,2762
5.05,31.03,9,2242.63,403.83,1.52,3.48,5015.48,0.24,1365.72,13,2872
2.73,19.51,8,2151.66,256.67,2.56,2.2,4498.91,0.1,1048.06,9,1787
1.16,2.68,6,2164.89,156.73,1.77,1.13,2794.53,0.07,901.45,7,3987
1.25,1.92,2,1887.8,179.69,1.78,1.22,2652.62,0.12,876.8,6,1538
1.99,6.34,13,2375.21,220.7,2.34,1.87,2801.55,0.23,980.25,10,3046
1.45,3.33,5,2018.03,201.34,1.47,1.4,3341.68,0.17,1042.15,10,1669
2.96,15.15,20,2383.25,306.94,2.96,2.51,5307.38,0.16,1287.32,11,3438
1.76,6.35,4,1935.59,218.17,2.21,1.65,2803.16,0.24,945.31,9,2621
2.53,10.0,4,1917.77,269.89,2.9,2.28,2977.57,0.28,1043.38,11,1567
1.3,0.83,1,1905.37,178.82,1.22,1.29,3117.55,0.08,926.79,7,1557
1.05,1.0,1,2141.93,171.21,0.76,1.04,3662.26,0.12,1039.92,8,1785
1.3,0.0,0,1327.46,190.48,4.9,1.3,3796.77,0.4,1030.73,5,1102
1.96,3.18,11,2167.35,266.43,1.7,1.9,2274.95,0.16,860.09,11,1773
12.04,34.29,12,2146.42,906.82,0.8,7.91,4012.63,0.11,1304.45,21,5205
3.12,20.0,2,1592.66,300.35,3.9,2.5,4852.39,0.1,1303.48,8,1329
1.89,4.55,3,2172.72,244.31,2.11,1.8,3491.08,0.2,1074.85,6,2860
1.25,5.0,5,2023.44,153.81,2.22,1.19,3392.88,0.09,934.15,5,2672
3.22,12.9,4,1983.03,352.25,2.42,2.81,5320.18,0.23,1324.18,9,2629
0.95,2.02,8,2356.94,143.37,1.56,0.93,6261.55,0.2,1190.11,7,1970
1.92,6.08,11,2129.03,229.36,2.5,1.8,2728.47,0.27,944.32,9,4170
1.77,4.88,2,1977.9,200.35,3.12,1.68,3410.71,0.15,1042.29,11,1655
1.48,1.44,3,2144.39,182.74,1.65,1.46,2736.28,0.16,897.2,6,1749
0.96,3.27,7,2257.12,133.77,1.82,0.93,4240.79,0.15,1077.8,9,1888
1.81,0.0,0,2146.8,225.87,1.63,1.81,3339.46,0.11,976.7,9,3882
2.5,6.67,1,1596.01,322.72,2.2,2.33,4100.42,0.27,1149.57,5,1309
2.04,11.24,10,2077.01,214.13,1.76,1.81,3069.62,0.18,1186.14,8,4117
2.55,23.87,74,2636.54,267.1,4.74,1.94,6766.08,0.16,1522.17,17,4430
1.89,4.31,14,2435.28,220.42,2.07,1.81,3083.54,0.26,871.79,11,2004
1.0,0.0,0,1224.38,108.25,0.0,1.0,7402.82,0.0,1175.99,1,1020
3.37,16.56,25,2390.19,331.52,2.66,2.81,4445.17,0.21,1188.18,11,3055
2.29,6.67,1,1594.63,260.84,1.4,2.13,3897.96,0.13,1106.54,9,1311
1.71,4.21,4,2273.95,201.58,1.86,1.64,3457.63,0.18,1011.62,6,1879
1.14,6.35,4,2367.21,149.61,1.94,1.06,5508.01,0.05,1212.72,5,1984
1.5,8.2,5,2087.17,218.15,2.23,1.38,3759.48,0.23,1072.73,6,2960
2.28,5.38,5,1980.72,283.32,2.3,2.16,2298.12,0.2,814.08,10,1615
3.56,12.24,6,2242.76,388.4,2.86,3.12,3687.96,0.27,1151.39,12,2933
3.77,17.54,10,2253.62,393.1,1.89,3.11,4235.67,0.28,1348.53,13,2893
1.91,4.17,1,1783.99,227.32,2.12,1.83,3199.11,0.25,951.64,13,1470
3.16,9.88,8,2074.42,359.56,1.9,2.85,2902.66,0.19,863.3,14,2942
4.02,25.45,56,2608.66,363.84,5.61,3.0,6066.64,0.27,1409.83,14,4021
2.05,8.45,18,2318.6,237.31,2.66,1.87,3137.25,0.22,1193.22,13,3107
1.95,5.0,5,2244.17,232.25,1.53,1.85,3151.01,0.24,1086.89,9,2902
2.0,5.56,5,2083.58,245.67,1.53,1.89,3394.99,0.3,980.37,9,1710
1.32,8.11,12,2239.19,144.77,1.49,1.22,4478.01,0.16,1110.53,9,2878
1.23,0.0,0,1590.73,145.33,0.8,1.23,4338.28,0.17,1165.56,7,1333
3.42,24.27,25,2470.81,329.02,4.13,2.59,5977.52,0.23,1487.13,11,5941
3.58,14.29,22,2378.01,394.4,4.14,3.07,4740.72,0.21,1214.38,11,5472
2.64,0.0,0,1618.54,316.75,4.45,2.64,3484.43,0.23,1096.55,8,1313
2.47,6.41,5,2095.34,284.23,2.72,2.31,3237.19,0.24,1085.38,9,1722
1.0,4.76,3,2181.41,130.05,1.95,0.95,4782.21,0.13,1150.67,10,1828
1.1,1.9,4,2134.69,129.28,1.18,1.08,2159.63,0.09,735.16,8,1769
3.15,13.33,6,2023.14,311.86,1.49,2.73,4227.29,0.2,1181.75,15,3912
1.63,2.8,3,2141.0,200.77,1.93,1.59,2824.73,0.21,845.71,9,2877
1.67,4.1,5,2169.72,206.11,1.68,1.6,2455.86,0.15,896.75,9,3064
3.3,15.62,15,2361.45,328.28,1.46,2.78,4672.73,0.28,1104.68,12,3326
2.65,12.9,8,2333.4,259.69,1.29,2.31,4999.74,0.15,1306.13,9,1938
1.36,5.51,7,2221.64,176.93,1.67,1.28,3111.69,0.13,1054.44,8,3943
2.4,10.53,26,2486.27,257.51,2.37,2.15,3374.08,0.22,1120.97,13,3518
1.69,4.49,11,2199.62,211.22,1.84,1.61,3830.0,0.16,1105.64,10,6735
10.75,50.0,4,1699.97,612.68,7.62,5.38,5669.27,0.12,1661.78,16,2612
1.82,10.81,4,1697.8,211.23,1.08,1.62,2467.52,0.16,977.46,6,2666
1.11,5.45,6,2356.99,136.4,3.24,1.05,5778.98,0.16,1349.97,6,3005
3.13,11.35,21,2184.01,338.04,2.21,2.78,4230.76,0.18,1158.48,12,5973
3.29,30.0,3,1588.66,337.01,2.9,2.3,5267.81,0.1,1379.08,8,2314
13.5,33.33,1,1429.0,913.07,1.0,9.0,3061.88,0.0,1115.43,18,1173
1.94,5.26,1,1615.63,199.34,2.11,1.84,3140.72,0.11,1117.65,5,1345
2.35,16.62,66,2583.41,243.86,2.96,1.96,5810.62,0.3,1494.3,9,3231
2.94,14.0,14,2127.56,310.46,3.63,2.53,4700.88,0.24,1197.53,9,2968
2.12,10.42,5,2240.18,228.79,2.79,1.9,4645.35,0.23,1183.41,6,1860
2.03,0.0,0,1575.32,243.9,1.47,2.03,2303.14,0.13,898.09,9,3289
2.17,9.09,3,1547.18,232.32,1.18,1.97,2499.29,0.0,943.05,12,1267
1.6,0.0,0,1427.83,184.8,1.65,1.6,2661.82,0.05,812.88,8,1153
2.48,5.04,12,2108.81,282.02,2.09,2.36,2814.55,0.17,923.56,15,1713
2.09,7.84,4,1911.7,252.45,2.22,1.92,3029.04,0.14,869.33,8,1576
1.12,3.19,3,1799.21,147.65,2.02,1.09,3104.44,0.17,946.94,9,1493
1.73,5.19,4,2139.64,200.06,1.1,1.64,1759.19,0.21,792.81,7,1762
1.7,3.26,3,1977.34,224.85,2.17,1.64,2414.2,0.13,868.58,8,2610
2.71,15.32,19,2406.4,277.63,2.6,2.3,5022.28,0.2,1382.28,9,3702
3.53,13.61,20,2224.19,395.39,2.38,3.05,2870.07,0.21,1155.48,14,3608
2.8,5.21,10,2058.72,334.85,2.92,2.65,2917.45,0.28,936.7,15,4063
8.53,50.0,45,2458.39,479.41,7.54,4.27,7247.52,0.26,1614.12,12,4860
1.08,5.22,7,2264.38,133.22,1.85,1.02,4116.33,0.15,1134.63,8,1896
1.35,3.69,9,2148.57,168.55,1.53,1.3,3175.45,0.14,942.38,8,2907
2.49,6.17,5,2070.36,298.83,1.56,2.33,3556.28,0.15,1133.93,10,2916
2.88,14.18,20,2208.05,321.05,1.72,2.48,4858.9,0.18,1232.16,12,5519
6.06,33.33,8,1915.38,460.71,3.33,4.04,4728.29,0.08,1316.3,12,3747
6.07,23.89,59,2573.28,542.88,2.42,4.62,4213.04,0.19,1254.89,19,7035
1.56,6.9,4,2092.32,184.22,1.33,1.45,3224.46,0.19,893.14,9,1730
4.13,17.79,124,2581.69,380.74,3.42,3.39,4188.2,0.26,1243.22,26,4795
2.44,13.73,21,2341.93,257.38,2.87,2.1,4394.93,0.26,1183.23,11,4328
4.02,17.48,18,2342.9,393.86,2.09,3.32,4589.4,0.18,1225.77,17,3135
0.84,1.92,1,1877.26,114.25,2.48,0.83,3904.57,0.13,1182.12,5,1583
1.82,8.33,1,1559.73,195.46,2.17,1.67,3428.28,0.17,1206.84,6,1310
3.81,5.88,1,1614.19,397.9,2.65,3.59,6171.38,0.18,1405.74,8,3529
4.0,20.0,3,1594.15,362.07,4.07,3.2,5813.31,0.27,1154.16,10,2456
1.89,9.6,17,2305.68,225.15,2.45,1.71,5650.79,0.28,1264.42,8,2940
2.61,7.27,4,2070.42,312.87,1.65,2.42,2973.63,0.22,1109.05,9,1701
1.48,4.67,14,2439.17,200.2,1.67,1.41,3331.99,0.16,1063.43,10,2035
4.38,15.48,13,2207.07,432.52,2.43,3.7,2803.51,0.32,1101.13,17,6585
1.55,7.04,5,1839.42,185.85,1.76,1.44,1896.39,0.08,754.38,10,3812
1.88,9.4,11,2316.62,220.98,2.45,1.7,2652.81,0.07,922.26,9,1930
4.35,20.28,44,2592.51,454.51,2.5,3.47,3981.56,0.21,1328.72,11,2140
1.21,1.19,3,2245.24,164.01,1.15,1.19,3333.76,0.15,910.77,8,2974
0.97,1.21,2,1770.27,130.4,1.41,0.96,2693.06,0.08,860.05,8,1470
3.13,8.26,10,2387.48,344.53,2.49,2.87,2520.82,0.17,928.62,11,1957
0.74,1.24,3,2248.36,106.77,3.03,0.73,4073.49,0.11,1078.66,5,1877
1.95,7.92,8,2217.06,239.16,1.75,1.79,3109.17,0.21,958.42,11,1825
2.28,17.14,12,2082.73,263.3,2.53,1.89,4715.44,0.1,1395.97,11,3235
1.3,1.42,2,2015.93,176.82,2.27,1.28,3158.75,0.14,976.25,13,2674
2.39,7.45,7,2132.57,286.7,1.88,2.21,3610.59,0.2,1061.65,11,1748
2.61,5.26,1,1476.91,319.62,1.0,2.47,2875.2,0.32,934.95,9,1200
1.6,0.0,0,1360.79,230.05,0.0,1.6,3828.37,0.0,1269.17,4,2153
1.98,3.87,23,2292.4,242.42,1.53,1.9,2794.75,0.18,871.81,15,1871
1.21,4.29,7,2051.17,161.79,2.28,1.16,3734.38,0.25,954.55,9,3731
2.46,1.85,2,1744.75,259.94,1.61,2.42,2181.35,0.22,791.47,15,2757
1.36,4.04,4,1813.83,184.86,1.39,1.3,3140.37,0.16,950.66,9,2498
1.6,9.09,1,1489.2,206.82,5.64,1.45,3864.92,0.27,1186.56,4,1240
5.18,35.29,6,1980.87,354.61,2.82,3.35,4711.7,0.29,1422.61,11,1643
2.74,6.49,5,1905.28,298.59,1.83,2.56,3315.63,0.12,1025.44,9,3006
0.68,4.7,11,2252.8,92.48,3.66,0.65,4413.34,0.06,1200.65,6,5184
3.2,9.09,2,1830.86,345.16,1.82,2.91,3802.35,0.45,1246.32,9,2492
1.95,1.85,2,2000.04,229.7,1.41,1.92,2851.25,0.19,806.8,10,2669
2.15,4.91,8,2251.05,294.49,1.83,2.04,3298.2,0.19,1056.92,13,3936
1.11,2.98,7,2308.46,150.44,1.63,1.08,4049.36,0.14,1180.18,6,1928
1.86,3.07,7,2197.32,233.66,2.38,1.81,2905.02,0.25,923.85,10,2987
3.13,7.02,4,1938.01,340.58,2.67,2.91,3059.54,0.18,1017.33,12,2635
1.4,4.17,5,2149.11,195.01,1.98,1.34,4554.73,0.12,1169.5,11,1796
2.75,15.79,3,1553.3,276.96,1.84,2.32,3421.76,0.42,1061.64,14,1281
1.26,3.66,6,2341.93,159.95,0.97,1.21,2883.81,0.12,929.59,9,1956
1.66,6.0,3,1706.15,204.83,1.68,1.56,4213.23,0.04,1029.89,9,4993
2.49,8.96,6,2211.98,286.55,1.81,2.27,4228.31,0.28,1057.16,10,1824
1.53,4.21,9,2351.24,187.51,1.72,1.46,4491.15,0.16,1072.38,14,1965
1.35,3.23,2,1791.65,179.65,1.97,1.31,2419.95,0.16,793.53,7,1494
1.48,4.85,10,2256.98,192.08,1.77,1.41,5697.16,0.12,1266.71,10,6184
6.2,30.77,20,2330.33,469.02,5.43,4.29,5748.93,0.69,1497.72,16,4722
3.14,9.39,23,2332.25,353.84,1.94,2.84,2467.97,0.3,1052.66,11,3609
2.63,16.49,16,2384.85,299.04,2.22,2.2,4586.8,0.23,1259.93,11,1982
1.5,3.16,3,1694.42,197.24,1.44,1.45,2196.64,0.2,829.9,12,2577
1.57,15.58,12,2145.36,150.13,2.73,1.32,4424.21,0.1,1358.09,5,3339
0.98,1.92,1,1495.86,134.51,1.44,0.96,2711.28,0.15,939.9,9,1248
1.9,8.89,4,2031.68,220.14,2.13,1.73,3871.32,0.13,1220.73,8,2707
2.24,10.74,13,2274.78,248.3,1.78,2.0,4671.3,0.12,1077.49,51,2882
1.82,13.54,13,2037.22,220.9,3.04,1.57,5076.06,0.25,1271.1,9,2908
2.03,18.44,26,2593.74,214.62,2.7,1.66,6955.24,0.27,1491.59,7,2190
1.87,7.92,8,2435.16,218.5,1.92,1.72,5645.9,0.12,1242.04,13,2022
0.0,0.0,0,1180.05,0.0,0.0,0.0,0.0,0.0,215.41,0,983
2.16,9.84,6,2108.97,233.74,1.79,1.95,3032.89,0.15,960.67,12,2866
3.71,22.22,4,1714.81,348.13,2.33,2.89,3684.64,0.11,1178.43,11,3661
2.29,8.33,5,2209.12,273.4,2.38,2.1,3588.29,0.18,1143.59,8,2863
3.15,15.38,6,2059.36,380.27,1.62,2.67,4220.47,0.21,1132.01,10,3733
4.44,18.18,20,2241.01,459.89,3.23,3.64,4606.38,0.42,1348.98,14,4585
1.75,6.38,18,2400.35,207.02,2.13,1.64,3165.12,0.18,1060.9,10,1992
2.06,8.81,14,2352.8,243.16,2.77,1.87,3310.83,0.21,978.81,12,4253
3.43,14.14,27,2418.97,381.03,1.52,2.94,5597.33,0.23,1265.2,11,6331
2.07,4.03,5,2265.41,256.51,1.98,1.98,4353.83,0.18,1108.86,11,4141
2.08,5.88,10,2331.08,263.7,1.52,1.95,2888.62,0.18,900.18,15,2929
2.35,14.36,28,2420.49,271.57,3.18,2.01,5297.81,0.25,1348.47,11,3140
2.25,11.11,4,2238.74,285.15,1.03,2.0,3588.53,0.11,1383.57,7,1874
1.36,2.94,3,2138.55,169.76,1.58,1.32,4974.82,0.12,1067.58,8,1779
2.71,0.0,0,1311.22,353.95,0.71,2.71,1277.12,0.0,636.57,7,1059
44.0,66.67,2,1427.61,1516.35,0.67,14.67,4016.61,0.33,1233.47,28,1183
2.5,11.67,14,2323.27,280.17,2.88,2.21,4538.1,0.13,1156.27,8,5461
1.12,3.79,10,2417.96,133.07,1.33,1.08,5558.34,0.15,1140.7,7,2028
1.3,3.51,4,1760.56,177.93,1.53,1.25,1855.63,0.18,820.62,8,2437
3.14,18.18,8,2182.89,330.01,2.82,2.57,4325.69,0.25,1248.39,14,2824
2.16,6.52,3,2110.18,253.1,1.41,2.02,3819.58,0.28,1133.28,9,1741
1.33,10.0,1,1287.04,154.07,1.2,1.2,1587.25,0.0,604.83,5,2075
1.68,14.18,20,2218.62,194.82,2.77,1.44,5448.74,0.21,1247.99,7,1859
1.09,6.11,11,2276.46,133.9,2.48,1.02,4401.52,0.18,1186.39,9,4349
3.26,20.85,44,2337.61,345.11,2.27,2.58,5861.15,0.19,1478.22,11,5050
3.6,16.67,1,1515.6,355.8,2.0,3.0,5994.66,0.0,1578.49,10,1268
1.42,3.49,3,2096.01,183.04,1.64,1.37,3651.05,0.22,1047.99,6,1747
1.09,3.85,5,2337.67,154.98,2.02,1.05,3436.98,0.08,1104.75,8,1946
1.72,2.7,4,1993.9,230.66,2.3,1.67,3107.62,0.16,982.16,13,3657
1.84,4.24,10,2308.47,209.69,1.71,1.76,2463.06,0.17,841.29,10,3144
1.26,6.0,9,2200.44,160.57,1.42,1.18,3396.01,0.19,1042.84,9,1844
3.15,8.42,24,2378.64,367.18,2.2,2.88,3761.48,0.19,1106.65,14,1953
1.84,1.12,1,1914.81,224.86,1.39,1.82,2949.96,0.19,983.04,11,1565
1.8,5.33,4,1952.68,229.18,1.4,1.71,3457.41,0.23,1112.79,8,2630
2.91,4.92,3,1912.7,321.68,2.38,2.77,3591.41,0.15,1029.51,11,1548
1.3,2.82,4,2128.53,163.27,1.76,1.26,3159.4,0.2,957.13,6,2815
2.2,9.93,15,2144.97,222.91,2.68,1.98,3659.66,0.17,1087.84,10,6620
7.45,35.29,18,2482.78,600.47,3.14,4.82,5154.21,0.2,1389.21,14,3668
1.67,9.04,17,2157.65,202.64,2.54,1.52,2915.67,0.17,1018.46,11,4215
2.74,12.12,8,2198.64,291.63,1.74,2.41,4196.36,0.29,1212.52,15,5196
1.31,3.36,5,2082.26,183.8,2.24,1.26,4558.52,0.17,1179.01,8,3438
1.52,3.97,6,2253.66,195.74,1.59,1.46,4917.56,0.13,1103.09,7,1874
1.19,3.85,9,2255.12,169.66,1.78,1.14,4122.75,0.16,1090.9,8,1878
3.0,0.0,0,1207.66,300.0,0.0,3.0,162.7,0.0,219.26,3,998
4.99,25.61,63,2624.95,444.83,2.66,3.71,5684.65,0.17,1395.06,15,3178
1.46,5.19,11,2243.78,167.6,1.65,1.38,2403.53,0.12,830.15,10,3213
2.96,11.11,6,1941.15,322.6,2.76,2.63,2846.33,0.15,883.44,12,4066
3.31,10.26,32,2188.32,367.42,2.88,2.97,2814.8,0.29,1046.76,17,4595
2.61,11.76,18,2424.28,302.09,2.37,2.3,5037.09,0.18,1270.9,15,4357
3.22,14.44,53,2596.68,355.16,3.09,2.76,3221.35,0.32,1421.56,11,2156
2.19,8.57,3,2036.77,271.14,1.74,2.0,3389.31,0.37,1040.07,8,1674
1.73,6.41,5,2296.67,218.68,1.69,1.62,4369.08,0.24,1112.93,9,1931
2.53,10.53,2,2010.09,279.16,4.21,2.26,3675.68,0.11,1020.21,9,1672
2.38,9.87,15,2240.27,270.64,3.9,2.14,5146.44,0.3,1170.09,10,4057
2.32,6.67,2,2138.2,235.61,2.23,2.17,3912.94,0.23,1140.07,6,2783
4.22,18.71,52,2268.37,410.42,1.92,3.43,3480.33,0.32,1272.17,15,3428
1.25,3.28,4,2147.09,161.12,1.76,1.21,2794.44,0.16,1044.16,8,2947
1.52,3.85,4,2076.14,193.1,2.01,1.46,3546.73,0.15,1094.82,10,2988
3.44,18.18,2,1453.77,389.76,2.0,2.82,4245.59,0.18,1258.09,6,2261
1.26,6.33,5,1976.53,176.26,1.62,1.18,3749.86,0.16,955.76,10,1659
3.47,20.51,16,2148.26,323.55,2.91,2.76,4548.86,0.26,1194.58,14,5500
2.15,3.85,5,1939.26,265.15,2.58,2.07,2186.13,0.17,852.13,15,1586
2.84,13.64,3,1701.4,289.35,2.73,2.45,5507.3,0.23,1175.57,11,1400
0.98,0.0,0,1809.88,165.41,2.41,0.98,3892.46,0.2,1055.03,4,1521
1.7,2.82,2,1774.8,202.97,1.87,1.65,2400.79,0.07,870.17,10,2541
3.86,12.5,1,1432.2,366.39,0.62,3.38,3593.22,0.12,1229.39,7,2194
1.34,3.85,2,2095.42,155.21,1.71,1.29,4496.57,0.08,1185.56,7,1736
0.7,1.25,1,2100.32,92.33,1.49,0.69,2551.86,0.12,975.57,5,3808
4.48,26.03,19,2315.96,416.76,4.88,3.32,5833.19,0.33,1402.87,13,4338
1.84,5.38,12,2295.71,227.11,1.74,1.74,3573.84,0.17,929.24,12,1890
0.85,2.05,4,1936.18,104.74,1.14,0.83,1817.47,0.16,780.61,6,1626
1.81,1.05,1,1615.53,223.91,1.53,1.79,2056.72,0.14,775.84,14,1314
1.38,0.0,0,1326.74,206.35,1.25,1.38,3655.91,0.0,1132.85,4,2144
2.48,21.21,14,2383.14,274.94,3.11,1.95,7616.15,0.18,1541.63,7,2005
2.65,8.0,2,1845.68,347.23,1.8,2.44,4807.64,0.36,1152.47,8,1532
2.23,18.75,6,1840.86,223.92,2.22,1.81,4352.38,0.12,1266.12,6,5212
2.56,8.67,15,2015.53,294.75,3.71,2.34,5005.65,0.17,1133.29,14,4136
4.68,25.12,51,2630.91,439.02,4.35,3.5,6223.36,0.21,1479.32,13,3283
2.59,9.82,11,2340.36,283.3,1.5,2.34,5294.33,0.25,1310.47,10,1942
2.9,18.01,67,2232.18,288.74,2.51,2.37,4299.83,0.2,1141.94,11,7260
1.22,4.03,12,2298.99,179.5,1.12,1.17,4450.59,0.19,1123.36,7,2951
2.79,14.71,10,1989.34,298.9,2.41,2.38,3640.52,0.18,1033.39,9,4884
2.07,11.76,4,1943.74,223.92,2.12,1.82,4818.0,0.21,1208.48,10,1626
5.97,15.22,7,2168.55,569.69,1.57,5.07,3698.19,0.22,1083.3,26,4869
1.43,11.25,18,2267.29,176.95,1.63,1.27,3724.41,0.17,1241.34,6,3358
