,tracker_id,solo_WinRatio,solo_Wins,solo_KillDeathRatio,solo_Rating,solo_KillsPg,solo_DamagePg,solo_HealsPg
19453,27195,0.0,3,1.54,2203.51,1.48,164.72,1.62
19454,145,0.0,3,1.53,2362.64,1.51,185.98,1.44
19455,16026,0.0,13,7.09,2081.15,6.11,634.01,1.39
19456,153740,0.0,0,1.25,1345.46,1.25,138.44,0.75
19457,118168,0.0,4,1.53,2065.47,1.48,173.98,1.29
19458,146222,0.0,4,1.93,2179.67,1.79,208.23,1.86
19459,79465,0.0,1,1.74,2208.11,1.72,208.35,2.0
19460,161174,0.0,3,0.57,2248.09,0.57,82.59,1.12
19461,96397,0.0,1,1.18,1576.24,1.16,145.12,1.12
19462,25638,0.0,1,1.35,1910.95,1.29,142.46,2.19
19463,16130,0.0,0,2.0,1257.34,2.0,225.97,1.6
19464,8592,0.0,2,0.74,2051.45,0.73,105.82,0.86
19465,49325,0.0,3,1.14,2257.0,1.12,129.96,1.29
19466,168839,1.0,1,16.0,1400.16,8.0,813.68,0.5
19467,157335,0.0,6,1.05,1908.77,1.04,123.5,1.18
19468,58818,1.0,2,3.1,1640.78,2.58,285.63,7.42
19469,219156,0.0,0,1.4,1373.3,1.4,146.47,0.6
19470,186612,0.0,3,1.69,1974.38,1.63,189.61,1.33
19471,111508,0.0,3,1.53,2054.82,1.48,176.94,1.33
19472,93231,0.0,1,2.45,1535.73,2.25,249.32,0.92
19473,87103,0.0,8,1.1,2387.21,1.07,134.63,1.21
19474,87689,0.0,0,1.19,1302.8,1.19,135.77,1.35
19475,154169,0.0,1,2.35,1517.38,2.24,213.77,1.57
19476,214166,0.0,2,0.81,2134.04,0.8,110.22,0.74
19477,74204,0.0,4,2.03,2248.33,1.91,234.87,1.76
19478,107171,0.0,2,2.69,1450.75,2.39,276.33,0.78
19479,156465,0.0,3,1.84,2214.01,1.73,210.43,1.62
19480,105339,0.0,1,0.82,2076.58,0.82,112.46,1.59
19481,187648,0.0,2,0.96,2272.3,0.96,120.93,1.19
19482,40853,0.0,0,0.86,1239.5,0.86,127.33,0.64
19483,28873,0.0,8,1.72,2279.75,1.62,207.27,2.9
19484,53988,0.0,5,1.83,2048.22,1.66,199.77,1.09
19485,21959,0.0,1,1.01,2129.62,1.01,129.02,0.83
19486,125188,0.0,5,2.14,2351.22,1.91,227.09,1.77
19487,11927,0.0,1,1.56,1714.78,1.53,209.97,0.64
19488,176641,0.0,2,1.08,2181.76,1.07,138.58,0.98
19489,103979,0.0,0,0.69,1734.45,0.69,84.61,1.56
19490,20784,0.0,1,0.92,2171.14,0.92,118.76,1.83
19491,145146,0.0,1,2.05,2080.73,2.0,237.94,1.56
19492,119346,0.0,2,1.1,1925.27,1.08,127.36,0.68
19493,145405,0.0,0,2.0,1228.79,2.0,229.02,1.0
19494,60456,0.0,1,0.9,2105.9,0.9,120.39,1.34
19495,134910,0.0,2,1.68,2228.57,1.66,197.81,2.08
19496,178772,0.0,2,2.04,1654.26,1.9,225.41,1.33
19497,213718,0.0,4,1.3,2080.75,1.26,148.74,1.1
19498,191311,0.0,0,1.73,1436.55,1.73,195.08,0.6
19499,63147,0.0,2,0.84,1949.47,0.81,101.83,1.43
19500,45583,0.0,2,2.92,1672.92,2.53,319.32,2.0
19501,11400,0.0,5,2.81,2297.78,2.42,255.69,1.25
19502,165424,1.0,2,2.89,1561.72,2.36,290.01,0.82
19503,142236,0.0,6,1.72,2227.05,1.59,189.48,2.43
19504,29748,0.0,1,0.82,1667.1,0.82,104.3,0.88
19505,12064,0.0,4,1.6,2296.93,1.51,182.59,1.59
19506,69706,0.0,7,1.45,2504.7,1.42,168.14,1.74
19507,15013,0.0,5,2.68,2222.0,2.56,291.84,1.3
19508,137499,0.0,1,1.05,2124.02,1.04,144.69,0.96
19509,41907,1.0,1,7.0,1320.99,5.25,534.05,0.25
19510,168441,0.0,2,1.36,1907.06,1.33,146.73,0.73
19511,155026,0.0,1,0.79,1797.77,0.78,101.29,1.24
19512,149588,0.0,2,1.19,2074.24,1.18,139.01,1.48
19513,155811,1.0,2,5.22,1510.34,4.27,444.66,1.36
19514,43522,0.0,3,2.62,1694.9,2.48,291.12,1.14
19515,163555,1.0,1,2.8,1353.58,2.33,304.61,0.83
19516,162638,0.0,1,1.51,2025.03,1.49,195.45,1.41
19517,113351,0.0,1,0.85,2245.86,0.84,104.91,2.0
19518,60049,0.0,0,3.0,1381.94,3.0,321.35,4.8
19519,47985,0.0,1,0.81,2205.69,0.8,99.34,0.97
19520,124260,0.0,2,1.24,2158.71,1.23,149.68,1.79
19521,51001,0.0,7,2.11,2113.71,1.96,237.93,1.61
19522,181914,1.0,2,2.75,1553.2,2.2,293.09,2.0
19523,189573,0.0,6,1.17,2023.81,1.15,137.26,1.31
19524,213190,0.0,0,0.57,1248.47,0.57,69.01,1.47
19525,126277,0.0,0,1.0,1250.82,1.0,100.0,0.0
19526,113258,1.0,2,2.1,1691.2,1.75,192.65,1.75
19527,132847,0.0,2,0.96,2013.45,0.95,118.49,1.2
19528,73972,0.0,13,2.35,2140.98,2.12,265.0,3.12
19529,144780,0.0,2,2.53,1909.25,2.4,268.91,2.35
19530,63622,0.0,4,0.79,2121.13,0.76,107.02,1.29
19531,213619,0.0,0,1.33,1298.97,1.33,147.28,0.39
19532,166008,0.0,2,0.96,2120.58,0.95,121.14,1.34
19533,63835,0.0,0,1.22,1216.86,1.22,155.96,1.39
19534,182686,0.0,0,0.5,1204.84,0.5,80.25,0.0
19535,120027,0.0,2,0.98,2172.28,0.96,120.45,1.09
19536,78422,0.0,10,1.94,2299.31,1.83,213.04,1.7
19537,193685,0.0,2,1.0,2105.17,0.98,136.83,1.45
19538,108164,0.0,6,3.05,1710.27,2.78,304.57,1.15
19539,20275,0.0,1,0.88,1499.08,0.84,110.3,0.92
19540,208329,0.0,0,1.27,1608.26,1.27,145.55,0.88
19541,196206,0.0,1,1.89,1955.41,1.83,206.67,1.56
19542,19913,0.0,2,1.0,2067.08,0.93,132.13,1.93
19543,196269,0.0,0,1.1,1601.18,1.1,148.26,0.85
19544,140131,0.0,0,1.06,2080.16,1.06,133.86,1.08
19545,178611,0.0,1,0.9,1332.52,0.88,118.75,0.67
19546,61200,0.0,2,1.49,1916.31,1.44,168.76,1.95
19547,116679,0.0,1,1.38,1865.58,1.36,173.11,2.1
19548,211234,0.0,5,1.1,2140.68,1.05,130.62,1.07
19549,94428,0.0,2,1.77,2052.32,1.64,180.79,2.0
19550,7155,0.0,6,3.3,1728.81,3.01,348.21,0.96
19551,108993,0.0,0,1.9,1308.16,1.9,218.1,1.7
19552,81290,0.0,2,0.68,2096.39,0.68,91.18,0.84
19553,140919,0.0,5,2.9,2108.69,2.47,306.6,1.32
19554,148064,1.0,6,3.5,2172.17,2.69,306.23,2.73
19555,143572,1.0,1,2.33,1377.15,1.75,220.62,1.5
19556,209162,1.0,1,4.0,1386.7,2.67,244.09,0.67
19557,215310,0.0,1,1.32,2165.49,1.32,151.57,1.16
19558,79478,0.0,1,1.07,2066.54,1.06,124.02,2.02
19559,159246,1.0,1,7.5,1438.4,5.0,538.57,2.67
19560,151653,0.0,0,2.83,1627.7,2.83,355.07,3.17
19561,74824,0.0,0,0.0,1212.1,0.0,30.61,0.25
19562,47642,1.0,2,2.88,1378.75,2.3,212.47,1.3
19563,56412,0.0,0,3.05,1412.6,3.05,329.15,1.68
19564,121392,1.0,1,6.0,1468.81,4.8,504.62,4.0
19565,163033,0.0,0,1.67,1246.3,1.67,186.45,0.0
19566,147308,0.0,4,0.81,2235.56,0.81,97.94,0.79
19567,165330,0.0,3,0.85,2290.4,0.85,115.46,1.4
19568,214224,0.0,3,2.13,1592.61,2.07,240.79,1.31
19569,147948,0.0,3,2.53,2106.47,2.44,302.6,1.65
19570,157309,0.0,3,1.21,2277.78,1.18,147.39,1.7
19571,216888,0.0,1,1.72,2191.4,1.7,197.58,1.26
19572,14349,0.0,0,2.67,1273.88,2.67,216.08,0.0
19573,152228,0.0,0,3.77,1711.98,3.77,368.48,1.46
19574,81579,0.0,2,1.58,1706.49,1.52,174.57,1.46
19575,176963,0.0,3,1.62,2113.35,1.54,192.3,1.64
19576,99623,0.0,0,2.5,1409.25,2.5,270.85,1.2
19577,20915,0.0,1,2.86,1356.37,2.5,262.87,0.62
19578,83506,0.0,0,1.96,1858.62,1.96,218.83,1.48
19579,148414,0.0,10,1.95,2197.3,1.87,219.23,0.89
19580,124983,1.0,1,5.0,1362.14,3.75,381.39,0.75
19581,98499,1.0,7,2.69,2079.71,2.24,243.51,1.0
19582,71620,0.0,0,0.4,1232.66,0.4,66.78,0.8
19583,201582,0.0,0,2.17,1526.59,2.17,255.94,1.61
19584,128101,0.0,1,0.94,1707.2,0.92,125.73,0.44
19585,45489,0.0,0,1.0,1176.44,1.0,113.25,0.0
19586,124631,0.0,5,1.68,2403.41,1.61,177.4,0.83
19587,117187,0.0,1,3.67,1418.96,3.3,329.12,1.5
19588,27010,0.0,1,1.41,1724.55,1.39,171.89,1.53
19589,134742,0.0,0,1.36,1260.56,1.36,154.56,0.09
19590,115404,0.0,1,1.03,1428.07,1.0,114.71,1.13
19591,143596,0.0,2,0.81,2199.12,0.79,98.66,2.78
19592,121052,0.0,6,1.78,2100.35,1.54,168.83,1.63
19593,104081,0.0,1,0.86,1884.19,0.84,104.67,1.1
19594,46698,0.0,1,2.05,1673.38,1.95,236.03,1.75
19595,210548,0.0,0,1.97,1467.2,1.97,220.35,0.97
19596,54469,1.0,1,4.0,1329.21,4.0,399.32,1.0
19597,90562,1.0,1,2.33,1345.4,1.75,182.26,0.75
19598,90589,0.0,1,2.73,1585.35,2.63,290.85,1.48
19599,216251,0.0,0,0.96,1316.67,0.96,120.71,0.77
19600,99769,0.0,11,1.73,2109.14,1.66,197.6,1.77
19601,99212,0.0,1,2.44,1510.92,2.2,244.6,1.2
19602,214188,0.0,3,1.37,2086.15,1.33,161.35,1.52
19603,205587,0.0,2,1.64,2143.5,1.58,201.24,0.96
19604,30475,0.0,0,3.0,1254.93,3.0,300.0,6.0
19605,29576,0.0,4,1.23,2314.95,1.19,149.11,2.62
19606,151103,0.0,1,1.9,1501.68,1.73,205.69,1.55
19607,95698,0.0,0,2.14,1314.13,2.14,212.91,1.71
19608,9198,0.0,1,1.67,1602.72,1.58,180.58,1.0
19609,142509,1.0,2,2.0,1463.79,1.69,191.63,0.62
19610,106225,0.0,1,1.64,2092.21,1.61,204.4,1.76
19611,189233,0.0,3,2.06,2225.86,1.99,234.2,1.66
19612,197662,0.0,0,1.2,2044.24,1.2,153.32,0.84
19613,164141,0.0,2,0.71,1896.53,0.7,97.56,1.23
19614,88845,0.0,3,1.82,1894.51,1.7,206.51,1.02
19615,159873,0.0,9,1.16,2027.39,1.14,137.14,1.21
19616,30482,0.0,1,1.67,2105.79,1.65,203.75,1.77
19617,98873,0.0,0,1.12,1596.4,1.12,129.99,0.72
19618,106887,1.0,2,3.75,1388.98,2.5,233.06,2.33
19619,133032,0.0,0,1.05,1307.16,1.05,126.61,0.79
19620,35809,0.0,0,2.0,1211.87,2.0,287.69,0.0
19621,101369,0.0,2,0.99,2198.79,0.98,118.51,1.33
19622,189485,0.0,1,2.58,2016.42,2.51,294.9,2.3
19623,181251,0.0,6,2.01,2207.36,1.88,216.2,1.71
19624,115972,0.0,1,1.8,1912.43,1.77,206.22,1.67
19625,100250,0.0,2,2.25,2103.51,2.17,261.86,1.25
19626,113100,0.0,1,0.52,2130.99,0.52,73.84,1.28
19627,143580,0.0,0,1.6,1661.57,1.6,186.26,1.65
19628,194198,0.0,1,2.22,1333.12,2.0,172.12,0.1
19629,185420,0.0,2,1.3,2079.21,1.25,150.93,1.47
19630,42862,0.0,2,2.27,2068.91,2.16,243.1,1.63
19631,49889,0.0,0,1.33,1909.35,1.33,174.66,1.41
19632,212573,0.0,2,1.22,1749.27,1.18,162.77,0.88
19633,37765,0.0,5,2.47,2009.88,2.34,256.53,2.25
19634,1275,0.0,0,12.0,1274.16,12.0,1154.96,3.0
19635,207382,0.0,2,0.97,1968.85,0.95,121.46,1.48
19636,145042,0.0,1,1.76,2122.89,1.74,199.56,1.59
19637,154299,0.0,1,3.28,1746.73,3.11,317.23,4.42
19638,206412,0.0,0,1.83,1355.82,1.83,218.4,0.83
19639,171134,0.0,3,0.96,1891.77,0.92,104.41,1.13
19640,49500,0.0,7,1.32,2822.03,1.3,160.95,1.6
19641,114326,0.0,2,2.5,1533.58,2.14,223.8,2.93
19642,194009,0.0,4,1.77,2041.88,1.63,208.99,1.24
19643,173420,0.0,1,1.54,2196.74,1.52,199.43,1.19
19644,94487,0.0,0,0.6,2252.49,0.6,95.2,0.95
19645,174763,0.0,2,1.16,2207.04,1.14,159.66,1.31
19646,26721,0.0,0,1.54,1548.11,1.54,186.17,0.81
19647,87469,0.0,4,1.58,2237.57,1.54,178.54,1.51
19648,1807,0.0,4,1.65,2079.02,1.58,198.79,1.91
19649,171631,0.0,3,1.0,2207.09,0.97,131.24,2.04
19650,18895,0.0,0,0.85,1617.14,0.85,114.46,1.65
19651,35879,0.0,10,2.07,2487.57,1.92,220.78,1.43
19652,145518,1.0,3,4.06,1822.54,3.42,367.16,1.89
19653,121026,0.0,1,1.54,2090.72,1.53,179.95,1.52
19654,15542,0.0,2,2.38,1963.67,2.31,274.09,0.85
19655,124293,0.0,1,2.29,1420.58,2.17,237.88,1.11
19656,1439,0.0,1,2.45,1761.91,2.33,245.84,1.33
19657,52339,0.0,0,1.52,1580.71,1.52,171.29,1.33
19658,60992,0.0,0,1.89,1268.81,1.89,175.48,1.44
19659,46221,0.0,2,2.83,1774.72,2.55,308.14,0.85
19660,85513,0.0,2,2.38,1898.58,2.29,267.87,2.96
19661,172555,1.0,2,18.0,1473.12,6.0,501.17,1.67
19662,152365,0.0,1,0.77,2104.26,0.77,104.85,1.59
19663,217988,1.0,1,3.0,1338.78,2.0,217.95,0.67
19664,160038,0.0,0,1.16,1196.14,1.16,143.6,0.47
19665,96780,0.0,2,0.78,1748.6,0.77,107.4,0.8
19666,54099,0.0,3,3.21,1817.58,2.77,296.25,1.27
19667,89452,0.0,1,0.85,1559.52,0.81,117.7,2.52
19668,53041,0.0,3,1.46,1758.15,1.36,160.83,0.84
19669,70331,0.0,5,1.73,2091.55,1.61,192.95,2.67
19670,7489,1.0,1,6.75,1529.7,5.4,597.69,2.2
19671,120481,0.0,3,1.52,1822.16,1.37,180.42,1.5
19672,203901,0.0,0,1.62,1545.04,1.62,229.92,2.31
19673,68384,0.0,5,0.65,2487.47,0.61,77.41,0.9
19674,34613,1.0,11,12.2,2078.59,7.87,898.62,1.32
19675,152184,0.0,0,1.92,1372.93,1.92,188.4,2.38
19676,115622,0.0,3,1.7,2065.02,1.58,208.84,1.6
19677,136107,0.0,4,1.62,2256.91,1.53,177.07,0.74
19678,45492,0.0,6,1.6,2372.13,1.53,197.64,1.43
19679,83885,0.0,0,1.85,1414.3,1.85,176.01,1.15
19680,42487,0.0,0,1.67,1472.27,1.67,190.56,1.75
19681,19832,0.0,2,1.1,2161.31,1.09,135.44,0.76
19682,170780,0.0,0,1.93,1509.78,1.93,229.97,1.9
19683,52423,0.0,2,1.03,2121.86,1.0,116.85,1.05
19684,205612,0.0,2,1.81,1691.89,1.61,201.01,1.56
19685,146494,1.0,1,2.33,1345.05,1.75,228.78,0.25
19686,167722,0.0,0,2.2,1211.01,2.2,187.07,1.0
19687,128467,0.0,0,3.33,1294.14,3.33,295.42,0.67
19688,47894,0.0,0,2.0,1251.9,2.0,272.12,3.25
19689,6085,0.0,2,2.25,1821.88,2.13,274.84,1.39
19690,13782,0.0,5,1.24,2194.64,1.21,147.27,2.22
19691,22408,0.0,12,3.3,2196.69,2.92,349.55,1.9
19692,210835,0.0,1,1.36,2215.79,1.34,159.15,1.16
19693,65332,0.0,1,2.75,1725.37,2.62,318.02,2.05
19694,118689,0.0,2,1.22,2169.86,1.19,145.79,1.25
19695,152007,0.0,3,0.85,2075.41,0.85,108.15,0.93
19696,44083,0.0,7,1.27,2646.98,1.24,147.73,1.35
19697,42451,0.0,1,1.52,1684.4,1.47,164.24,1.2
19698,165986,0.0,2,1.28,1824.47,1.23,133.49,1.31
19699,40840,0.0,1,2.62,1492.07,2.33,329.07,1.56
19700,54401,0.0,2,1.65,1942.96,1.59,188.1,1.69
19701,17586,0.0,0,1.16,1826.77,1.16,137.05,0.75
19702,34433,0.0,1,0.73,2242.79,0.73,97.64,1.71
19703,51353,0.0,1,2.33,1471.43,2.19,249.23,2.94
19704,10763,0.0,3,2.43,2268.2,2.3,264.92,1.63
19705,70038,0.0,5,1.15,2466.24,1.13,139.44,1.11
19706,172978,0.0,0,1.56,1666.5,1.56,170.7,1.12
19707,162595,0.0,0,2.3,1972.93,2.3,256.56,3.61
19708,46719,1.0,5,4.15,2078.17,3.5,405.48,2.47
19709,109904,0.0,0,0.91,1975.47,0.91,131.83,0.93
19710,192266,0.0,0,0.33,1198.56,0.33,22.58,1.67
19711,180982,0.0,4,1.27,1926.81,1.24,137.41,1.04
19712,68816,0.0,12,2.51,2236.02,2.27,255.08,2.31
19713,98881,0.0,1,1.16,1634.61,1.14,136.58,1.39
19714,182852,0.0,2,1.28,2289.29,1.25,152.66,1.08
19715,23495,1.0,4,3.39,1981.17,2.77,294.32,2.32
19716,188748,0.0,0,0.8,1289.35,0.8,95.84,2.0
19717,171630,0.0,0,1.5,1521.14,1.5,191.9,1.69
19718,33629,0.0,1,0.53,2184.29,0.53,68.82,1.45
19719,163500,0.0,1,1.67,1566.93,1.6,199.02,0.56
19720,173317,0.0,4,1.16,2373.72,1.12,130.9,0.75
19721,35832,0.0,0,1.03,1637.0,1.03,126.52,1.13
19722,149034,0.0,0,0.54,2182.79,0.54,81.12,1.15
19723,212871,0.0,1,3.12,1797.59,3.0,351.35,2.59
19724,95126,1.0,4,3.64,1756.42,3.08,316.75,1.54
19725,110034,0.0,2,2.05,1971.24,1.95,246.94,1.7
19726,201717,1.0,1,8.0,1348.63,4.0,434.55,2.5
19727,16206,0.0,1,4.12,1423.75,3.67,431.71,1.67
19728,40008,1.0,1,7.25,1483.47,5.8,657.23,1.8
19729,91503,0.0,3,1.09,1994.34,1.07,123.22,1.1
19730,177408,0.0,7,0.99,2257.36,0.98,123.09,1.02
19731,36052,0.0,3,1.7,2156.01,1.64,196.5,1.07
19732,129934,1.0,3,3.93,1898.81,3.24,349.46,0.47
19733,142183,0.0,4,1.36,2097.1,1.27,149.95,0.98
19734,184660,0.0,2,1.77,1920.76,1.72,204.07,1.39
19735,50926,0.0,7,2.0,2151.94,1.9,218.88,1.91
19736,212655,0.0,0,0.93,2208.23,0.93,126.27,1.37
19737,184300,0.0,0,0.0,1191.66,0.0,0.0,0.0
19738,183530,0.0,0,0.84,1298.33,0.84,103.18,2.37
19739,7430,0.0,0,2.56,1299.78,2.56,274.12,2.78
19740,9718,0.0,1,1.71,1271.68,1.64,185.29,0.56
19741,58324,0.0,2,2.16,2292.51,2.13,247.13,1.87
19742,106738,1.0,1,7.0,1336.07,3.5,340.02,0.5
19743,85755,0.0,2,3.48,1539.23,3.17,359.1,1.65
19744,93011,0.0,8,1.19,2512.04,1.13,147.44,1.74
19745,81598,0.0,4,1.33,2278.97,1.26,164.21,1.62
19746,218857,0.0,0,1.12,1311.93,1.12,124.73,1.35
19747,158489,0.0,0,2.0,1286.56,2.0,288.75,1.0
19748,123074,0.0,1,2.38,1252.71,2.11,237.64,0.67
19749,139118,0.0,1,1.42,1557.14,1.38,168.15,0.97
19750,143444,0.0,0,0.5,1170.91,0.5,77.9,1.83
19751,205942,0.0,10,4.05,2168.39,3.59,394.82,2.36
19752,42953,0.0,3,0.99,2093.55,0.98,125.55,0.92
19753,209539,0.0,0,0.86,1442.01,0.86,108.69,1.27
19754,29678,0.0,3,2.74,1834.07,2.5,273.08,0.74
19755,67986,0.0,0,0.0,1216.22,0.0,0.0,0.0
19756,106684,0.0,7,1.83,2343.88,1.7,209.2,0.73
19757,47884,0.0,6,2.05,2256.84,1.98,244.06,1.97
19758,121813,0.0,5,1.25,2181.2,1.22,141.81,2.07
19759,160331,0.0,5,1.54,2066.76,1.43,165.71,1.24
19760,72436,0.0,2,2.29,1974.19,2.18,279.7,1.55
19761,43343,0.0,2,1.42,2132.01,1.4,178.94,1.58
19762,155960,0.0,1,1.18,2090.99,1.17,164.58,1.35
19763,142405,0.0,6,1.14,2180.62,1.11,138.64,0.92
19764,113060,1.0,1,4.2,1441.66,3.5,326.48,2.0
19765,99388,0.0,1,1.1,2054.2,1.1,148.23,1.32
19766,50380,0.0,2,1.09,2022.05,1.04,135.23,1.5
19767,20940,0.0,1,1.17,2047.56,1.15,146.12,1.08
19768,95759,0.0,2,0.9,2304.51,0.89,110.54,0.72
19769,129171,0.0,7,1.8,2292.75,1.69,198.67,2.72
19770,60063,0.0,0,1.04,2128.32,1.04,125.42,1.16
19771,2445,0.0,1,2.35,1586.96,2.31,268.76,1.65
19772,210878,0.0,1,1.05,1919.16,1.04,128.07,1.57
19773,187542,0.0,1,1.08,2043.23,1.08,139.27,1.03
19774,105830,0.0,5,1.64,2201.57,1.6,197.93,1.14
19775,166280,0.0,2,0.75,2154.52,0.73,99.79,1.09
19776,211797,0.0,3,0.61,2244.32,0.6,79.91,1.17
19777,162785,0.0,1,0.69,2186.37,0.69,86.93,1.09
19778,69525,1.0,2,3.2,1513.08,2.29,240.66,1.14
19779,63963,0.0,6,2.09,2124.78,1.85,213.95,2.23
19780,149361,0.0,2,1.06,2029.06,1.04,125.53,1.14
19781,95519,0.0,0,1.52,1707.55,1.52,198.89,0.81
19782,209608,0.0,5,1.85,2077.48,1.75,216.12,1.06
19783,160928,0.0,5,1.82,2129.33,1.77,198.67,1.5
19784,143431,0.0,6,0.85,2430.31,0.81,108.65,2.55
19785,63757,0.0,1,1.31,1888.98,1.29,160.71,0.53
19786,5490,0.0,3,1.11,2389.43,1.07,148.59,1.69
19787,44011,0.0,2,1.78,1688.32,1.66,185.46,1.38
19788,206837,1.0,2,2.91,1647.89,2.46,274.79,2.31
19789,143389,0.0,4,1.63,2104.12,1.59,183.94,1.34
19790,7885,0.0,1,2.06,1740.47,2.0,221.21,1.36
19791,3969,1.0,1,23.0,1410.74,11.5,1002.59,1.5
19792,181473,0.0,3,0.94,1795.86,0.91,119.92,0.51
19793,163420,0.0,1,2.23,2029.85,2.19,249.97,2.42
19794,125968,0.0,3,4.8,1758.33,4.17,409.61,0.65
19795,20679,0.0,4,1.02,2161.12,0.98,118.17,1.84
19796,211370,0.0,2,2.03,2040.25,1.91,241.45,2.27
19797,217752,0.0,0,2.5,1310.15,2.5,301.79,0.67
19798,146944,0.0,1,0.69,2052.73,0.68,76.03,0.78
19799,143328,0.0,3,1.68,2059.44,1.62,193.58,1.17
19800,99311,0.0,1,0.79,2162.23,0.78,102.62,7.8
19801,130842,0.0,6,1.46,2257.14,1.4,171.56,2.48
19802,59276,0.0,11,1.9,2217.02,1.85,220.51,1.14
19803,78640,0.0,0,1.36,1653.9,1.36,180.66,1.08
19804,123518,0.0,6,2.67,1769.25,2.6,294.55,1.56
19805,205945,0.0,2,3.35,1833.86,3.22,373.84,1.57
19806,128235,0.0,0,0.83,1435.15,0.83,79.09,1.43
19807,190685,0.0,1,1.5,1989.93,1.48,170.94,1.83
19808,77250,0.0,2,2.12,2101.24,2.02,232.59,1.47
19809,116395,0.0,3,2.58,1913.19,2.35,273.66,1.76
19810,164313,0.0,2,2.42,1576.44,2.19,274.21,1.14
19811,71162,0.0,1,0.7,2000.01,0.69,87.76,0.9
19812,156901,0.0,2,0.77,1787.45,0.76,86.28,1.08
19813,97620,0.0,0,1.1,1298.81,1.1,160.35,2.7
19814,39320,0.0,0,1.88,1515.74,1.88,209.05,1.42
19815,172855,0.0,6,2.16,2064.34,2.04,234.82,1.54
19816,61822,0.0,3,1.78,2194.16,1.74,203.94,0.76
19817,162304,0.0,0,2.0,1278.17,2.0,206.63,1.0
19818,91192,0.0,3,1.47,2291.16,1.42,172.1,1.46
19819,96693,0.0,0,1.67,1284.09,1.67,213.45,2.33
19820,176871,0.0,5,2.28,2106.52,2.12,235.61,1.32
19821,192103,0.0,2,1.43,1636.11,1.42,175.85,1.15
19822,42579,0.0,1,0.57,2511.84,0.57,85.5,1.35
19823,153511,1.0,6,5.71,2159.57,4.22,482.83,2.43
19824,34780,0.0,6,1.91,2400.71,1.8,214.83,1.76
19825,52688,0.0,0,1.0,1241.17,1.0,132.18,0.67
19826,74345,0.0,5,1.33,2318.94,1.29,158.23,1.12
19827,134100,0.0,2,0.86,2147.01,0.85,109.62,3.06
19828,123137,0.0,1,2.18,1495.36,2.0,191.31,1.17
19829,81218,0.0,2,1.75,2077.05,1.71,198.14,0.9
19830,69828,1.0,1,1.8,1421.6,1.5,204.79,1.67
19831,22554,0.0,2,1.47,2058.98,1.43,174.25,1.97
19832,86414,0.0,1,2.41,1762.77,2.28,278.86,1.94
19833,90757,0.0,3,1.35,2063.12,1.29,142.43,6.32
19834,55951,0.0,1,3.0,1340.92,2.57,352.99,4.43
19835,47747,0.0,7,1.19,2396.57,1.17,142.97,1.03
19836,162839,0.0,0,2.33,1312.88,2.33,302.13,1.67
19837,29143,0.0,5,1.29,2212.62,1.25,168.0,1.57
19838,175908,0.0,0,2.0,1207.66,2.0,173.24,0.0
19839,173515,0.0,4,0.84,1843.87,0.83,106.05,1.28
19840,45748,0.0,0,1.38,1764.06,1.38,160.34,0.8
19841,84680,0.0,1,3.12,1444.6,2.94,324.88,1.61
19842,72046,0.0,2,1.56,2031.49,1.54,182.88,1.42
19843,179104,1.0,2,2.5,1476.57,1.25,178.3,0.25
19844,5770,0.0,2,2.58,2076.86,2.48,297.43,1.67
19845,150428,0.0,2,1.26,1658.3,1.22,153.89,1.47
19846,56150,0.0,2,4.45,1823.82,4.05,461.71,1.55
19847,156483,0.0,0,0.0,1203.3,0.0,0.0,0.0
19848,123149,0.0,3,1.58,1448.01,1.41,154.54,2.56
19849,168982,0.0,0,1.03,2275.15,1.03,125.99,1.08
19850,177239,0.0,0,0.5,1262.48,0.5,105.54,0.75
19851,47452,0.0,0,1.23,2144.83,1.23,146.86,1.03
19852,206937,0.0,2,2.6,1838.6,2.54,284.76,1.56
19853,31074,0.0,10,1.04,1985.39,1.02,125.95,1.23
19854,211921,0.0,4,1.8,2003.92,1.67,184.3,2.78
19855,177826,0.0,0,0.29,1349.85,0.29,42.49,1.04
19856,149622,0.0,1,5.83,1498.35,5.0,494.88,2.57
19857,12404,0.0,0,0.62,1229.59,0.62,72.29,0.29
19858,51556,1.0,1,11.0,1332.6,5.5,569.11,5.5
19859,77716,0.0,3,1.04,2270.39,1.01,127.53,1.11
19860,136469,0.0,0,0.5,1186.94,0.5,66.54,0.0
19861,150353,0.0,4,1.12,2171.99,1.11,141.54,1.25
19862,116294,0.0,0,2.0,1420.02,2.0,207.67,1.2
19863,87321,0.0,4,2.3,2107.25,2.24,272.43,1.48
19864,205730,0.0,1,1.65,2076.64,1.62,176.6,1.81
19865,37133,0.0,2,0.92,1848.02,0.88,110.49,4.39
19866,20015,0.0,5,1.49,2147.31,1.47,189.25,1.63
19867,161808,0.0,6,2.45,2123.95,2.16,235.43,1.86
19868,213761,0.0,4,1.54,2308.72,1.49,171.97,2.26
19869,128627,1.0,2,4.18,1710.56,3.54,408.24,4.31
19870,82712,0.0,7,1.41,2078.78,1.27,151.95,1.27
19871,188066,0.0,0,2.0,1318.14,2.0,202.76,0.14
19872,171420,0.0,1,1.93,1652.85,1.81,194.66,1.62
19873,91242,0.0,1,1.1,2050.32,1.09,135.68,0.94
19874,147146,0.0,2,0.84,1611.62,0.78,98.69,1.41
